"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"63763","6123.97237656","pp","Rv0912 (pp) lpqT","false","pp","Rv0912 (pp) lpqT",,"0.772",,,,,,"0.772",
"63764","2078.690811","pp","Rv0912 (pp) apa","false","pp","Rv0912 (pp) apa",,"0.777",,,,,,"0.777",
"63765","2555.18796462","pp","Rv0912 (pp) 83332.Rv0181c","false","pp","Rv0912 (pp) 83332.Rv0181c",,,,,,,,"0.864","0.864"
"63766","562.30882043","pp","Rv0912 (pp) lucA","false","pp","Rv0912 (pp) lucA",,"0.783",,,,,,"0.783",
"63767","1616.95505924","pp","Rv0912 (pp) 83332.Rv3209","false","pp","Rv0912 (pp) 83332.Rv3209",,"0.774",,,,,,"0.774",
"63768","743.54875721","pp","Rv0912 (pp) Rv1891","false","pp","Rv0912 (pp) Rv1891",,"0.783",,,,,,"0.783",
"63769","3886.7109092","pp","Rv0912 (pp) Rv0942","false","pp","Rv0912 (pp) Rv0942",,,,,,,,"0.864","0.864"
"63770","247.84958574","pp","Rv0912 (pp) 83332.Rv3810","false","pp","Rv0912 (pp) 83332.Rv3810",,"0.781",,,,,,"0.781",
"63771","292.69887678","pp","dapA (pp) ask","false","pp","dapA (pp) ask","0.073","0.357","0.442",,,,"0.163","0.926","0.777"
"63772","488.47204709","pp","dapA (pp) asd","false","pp","dapA (pp) asd","0.247","0.247","0.994",,,,"0.11","0.999","0.81"
"63773","903.6161143","pp","dapA (pp) ddlA","false","pp","dapA (pp) ddlA","0.066",,,,,,"0.133","0.8","0.774"
"63774","6.0","pp","Rv2620c (pp) Rv2621c","false","pp","Rv2620c (pp) Rv2621c","0.085","0.513",,,,,"0.873","0.968","0.507"
"63775","4850.0","pp","Rv0441c (pp) PPE10","false","pp","Rv0441c (pp) PPE10",,"0.16",,,,,"0.765","0.882","0.451"
"63776","4850.0","pp","Rv3188 (pp) Rv3193c","false","pp","Rv3188 (pp) Rv3193c",,,,,,,,"0.833","0.833"
"63777","2423.0","pp","Rv3188 (pp) Rv3189","false","pp","Rv3188 (pp) Rv3189",,,,,,,"0.845","0.968","0.807"
"63778","1733.38357041","pp","Rv0574c (pp) Rv0679c","false","pp","Rv0574c (pp) Rv0679c",,,,,,,,"0.865","0.865"
"63779","1617.0","pp","higB3 (pp) higA3","false","pp","higB3 (pp) higA3","0.085","0.766",,,,,"0.857","0.992","0.771"
"63780","2217.70095015","pp","ctpG (pp) cmtR","false","pp","ctpG (pp) cmtR","0.081","0.398",,,,,"0.688","0.968","0.839"
"63781","837.69337662","pp","ctpG (pp) Rv1993c","false","pp","ctpG (pp) Rv1993c","0.071",,,,,,"0.849","0.979","0.865"
"63782","3844.84877","pp","ctpG (pp) ctpF","false","pp","ctpG (pp) ctpF","0.076",,"0.8","0.2",,,"0.248","0.919","0.385"
"63783","4850.0","pp","Rv0907 (pp) ctpE","false","pp","Rv0907 (pp) ctpE","0.085",,,,,,"0.856","0.863",
"63784","9696.0","pp","Rv0907 (pp) Rv1178","false","pp","Rv0907 (pp) Rv1178",,,,,,,"0.044","0.799","0.799"
"63785","6388.2315896","pp","echA6 (pp) 83332.Rv2524c","false","pp","echA6 (pp) 83332.Rv2524c","0.255",,"0.711","0.204",,,"0.151","0.872","0.259"
"63786","922.69047464","pp","echA6 (pp) Rv3538","false","pp","echA6 (pp) Rv3538","0.255",,"0.711","0.204","0.007",,"0.062","0.824","0.074"
"63787","135.772492","pp","echA6 (pp) fadE13","false","pp","echA6 (pp) fadE13","0.203",,"0.945","0.227",,,"0.06","0.964","0.069"
"63788","100.51406513","pp","echA6 (pp) 83332.Rv3140","false","pp","echA6 (pp) 83332.Rv3140","0.203",,"0.945","0.227",,,"0.06","0.964","0.057"
"63789","88.50350971","pp","echA6 (pp) 83332.Rv2789c","false","pp","echA6 (pp) 83332.Rv2789c","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63790","109.89579517","pp","echA6 (pp) fadE34","false","pp","echA6 (pp) fadE34","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63791","70.39079549","pp","echA6 (pp) fadE26","false","pp","echA6 (pp) fadE26","0.203",,"0.711","0.227",,,"0.06","0.813","0.06"
"63792","94.47405354","pp","echA6 (pp) fadE29","false","pp","echA6 (pp) fadE29","0.203",,"0.711","0.227",,,"0.06","0.813","0.06"
"63793","160.62619257","pp","echA6 (pp) fadE16","false","pp","echA6 (pp) fadE16","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63794","86.13335156","pp","echA6 (pp) fadE12","false","pp","echA6 (pp) fadE12","0.203",,"0.711","0.227",,,"0.06","0.818","0.083"
"63795","52.29947703","pp","echA6 (pp) htdY","false","pp","echA6 (pp) htdY","0.255",,"0.711","0.204","0.004",,"0.062","0.824","0.074"
"63796","164.45876288","pp","echA6 (pp) fadE31","false","pp","echA6 (pp) fadE31","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63797","613.44970867","pp","echA6 (pp) fadB3","false","pp","echA6 (pp) fadB3","0.229","0.37","0.324","0.213","0.199",,"0.068","0.776","0.098"
"63798","167.20861662","pp","echA6 (pp) fadE32","false","pp","echA6 (pp) fadE32","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63799","57.37637279","pp","echA6 (pp) fadE24","false","pp","echA6 (pp) fadE24","0.203",,"0.711","0.227",,,"0.06","0.824","0.112"
"63800","79.29978121","pp","echA6 (pp) fadE28","false","pp","echA6 (pp) fadE28","0.203",,"0.711","0.227",,,"0.06","0.815","0.069"
"63801","67.11643979","pp","echA6 (pp) fadE27","false","pp","echA6 (pp) fadE27","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63802","57.47833794","pp","echA6 (pp) 83332.Rv3061c","false","pp","echA6 (pp) 83332.Rv3061c","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63803","303.76800584","pp","echA6 (pp) mbtN","false","pp","echA6 (pp) mbtN","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63804","384.10612641","pp","echA6 (pp) hsaA","false","pp","echA6 (pp) hsaA","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63805","187.11608437","pp","echA6 (pp) 83332.Rv3094c","false","pp","echA6 (pp) 83332.Rv3094c","0.203",,"0.711","0.227",,,"0.06","0.813","0.057"
"63806","14143.78419012","pp","echA6 (pp) Rv0906","false","pp","echA6 (pp) Rv0906","0.085",,,,,,"0.873","0.879",
"63807","73.07646992","pp","Rv0226c (pp) Rv0227c","false","pp","Rv0226c (pp) Rv0227c","0.085","0.752",,,,,"0.874","0.969",
"63808","4850.0","pp","Rv0226c (pp) Rv3635","false","pp","Rv0226c (pp) Rv3635","0.07","0.717",,,,,"0.249","0.785",
"63809","284.35455806","pp","Rv0226c (pp) Rv0228","false","pp","Rv0226c (pp) Rv0228",,"0.562",,,,,"0.546","0.792",
"63810","9721.03151881","pp","Rv0226c (pp) aftD","false","pp","Rv0226c (pp) aftD","0.07","0.774",,,,,,"0.78",
"63811","630.78374571","pp","thyX (pp) tmk","false","pp","thyX (pp) tmk","0.08","0.207","0.994",,,,"0.163","0.996","0.25"
"63812","538.64100293","pp","thyX (pp) purU","false","pp","thyX (pp) purU","0.07",,"0.945",,,,,"0.946",
"63813","224.5834033","pp","rskA (pp) sigK","false","pp","rskA (pp) sigK","0.071","0.7",,"0.845","0.729",,"0.764","0.999","0.933"
"63814","5337.71519453","pp","rskA (pp) rseA","false","pp","rskA (pp) rseA",,,,,,,,"0.857","0.858"
"63815","571.35962476","pp","rskA (pp) Rv0449c","false","pp","rskA (pp) Rv0449c","0.07","0.353",,,,,"0.575","0.928","0.752"
"63816","493.99286475","pp","Rv2972c (pp) 83332.Rv2974c","false","pp","Rv2972c (pp) 83332.Rv2974c","0.085",,,,,,"0.873","0.879",
"63817","4354.00713525","pp","Rv2972c (pp) 83332.Rv2973c","false","pp","Rv2972c (pp) 83332.Rv2973c","0.085",,,,,,"0.873","0.879",
"63818","2.0","pp","Rv2972c (pp) 83332.Rv2975c","false","pp","Rv2972c (pp) 83332.Rv2975c","0.074",,,,,,"0.853","0.858",
"63819","9696.0","pp","Rv2621c (pp) Rv2622","false","pp","Rv2621c (pp) Rv2622","0.085","0.337","0.158",,,,"0.606","0.917","0.652"
"63820","446.38628469","pp","rubA (pp) alkB","false","pp","rubA (pp) alkB","0.085","0.279","0.193",,"0.855",,"0.874","0.989","0.151"
"63821","2841.08432195","pp","cwsA (pp) Rv2128","false","pp","cwsA (pp) Rv2128",,,,,,,,"0.864","0.864"
"63822","1423.09776405","pp","atsB (pp) Rv3300c","false","pp","atsB (pp) Rv3300c","0.075",,,,,,"0.802","0.972","0.864"
"63823","522.25574933","pp","atsB (pp) phoY1","false","pp","atsB (pp) phoY1",,,,,,,"0.788","0.907","0.578"
"63824","4.0","pp","Rv3179 (pp) Rv3427c","false","pp","Rv3179 (pp) Rv3427c",,,,,,,"0.045","0.865","0.865"
"63825","1226.11791435","pp","Rv3174 (pp) Rv3175","false","pp","Rv3174 (pp) Rv3175","0.07",,,,,,"0.811","0.816",
"63826","4252.12050927","pp","Rv1993c (pp) cmtR","false","pp","Rv1993c (pp) cmtR","0.085",,,,,,"0.676","0.956","0.865"
"63827","253.14721922","pp","Rv1993c (pp) ctpC","false","pp","Rv1993c (pp) ctpC","0.071","0.744",,,,,"0.068","0.938","0.755"
"63828","2286.48579265","pp","recG (pp) Rv2974c","false","pp","recG (pp) Rv2974c","0.085",,,,,,"0.882","0.887",
"63829","2427.62596302","pp","mutY (pp) 83332.Rv2973c","false","pp","mutY (pp) 83332.Rv2973c","0.108",,,,,,"0.088","0.823","0.801"
"63830","4354.00713525","pp","recG (pp) Rv2975c","false","pp","recG (pp) Rv2975c","0.071",,,,,,"0.852","0.857",
"63831","12103.66010909","pp","Rv1937 (pp) 83332.Rv0310c","false","pp","Rv1937 (pp) 83332.Rv0310c","0.183",,"0.895",,,,"0.344","0.974","0.597"
"63832","4848.0107999","pp","Rv0310c (pp) Rv3529c","false","pp","Rv0310c (pp) Rv3529c",,"0.768",,,,,"0.068","0.774",
"63833","5731.53538477","pp","Rv0310c (pp) PPE57","false","pp","Rv0310c (pp) PPE57",,,,,,,,"0.773","0.773"
"63834","2573.43405705","pp","Rv0310c (pp) Rv0311","false","pp","Rv0310c (pp) Rv0311",,"0.705",,,,,"0.623","0.884",
"63835","981.8668188","pp","Rv0310c (pp) kshA","false","pp","Rv0310c (pp) kshA","0.183","0.617","0.231","0.457",,,"0.086","0.88","0.188"
"63836","446.38628469","pp","rubB (pp) alkB","false","pp","rubB (pp) alkB","0.085","0.211","0.193",,,,"0.874","0.944","0.355"
"63837","2.0","pp","rubB (pp) rubA","false","pp","rubB (pp) rubA","0.085","0.126",,,,,"0.874","0.897","0.095"
"63838","2.0","pp","lpqC (pp) atsB","false","pp","lpqC (pp) atsB",,,,,,,"0.77","0.967","0.862"
"63839","1423.09776405","pp","lpqC (pp) Rv3300c","false","pp","lpqC (pp) Rv3300c","0.071",,,,,,"0.722","0.961","0.864"
"63840","522.25574933","pp","lpqC (pp) phoY1","false","pp","lpqC (pp) phoY1","0.069",,,,,,"0.715","0.878","0.579"
"63841","722.45754665","pp","cmtR (pp) smtB","false","pp","cmtR (pp) smtB","0.07","0.457",,,,,,"0.947","0.905"
"63842","4467.71871937","pp","ctpV (pp) cmtR","false","pp","ctpV (pp) cmtR","0.081",,,,,,"0.077","0.785","0.767"
"63843","210.76942459","pp","ctpV (pp) Rv0970","false","pp","ctpV (pp) Rv0970","0.085",,,,,,"0.848","0.979","0.865"
"63844","7918.71909672","pp","ctpV (pp) mctB","false","pp","ctpV (pp) mctB",,,,,,,,"0.924","0.924"
"63845","280.12273212","pp","Rv0446c (pp) ufaA1","false","pp","Rv0446c (pp) ufaA1",,"0.654",,,"0.118",,"0.846","0.949",
"63846","1801.28345139","pp","Rv0446c (pp) Rv0449c","false","pp","Rv0446c (pp) Rv0449c",,"0.775",,,,,"0.667","0.922",
"63847","5557.07504262","pp","Rv0968 (pp) ctpV","false","pp","Rv0968 (pp) ctpV","0.085",,,,,,"0.672","0.956","0.865"
"63848","2442.06529958","pp","Rv0968 (pp) Rv0970","false","pp","Rv0968 (pp) Rv0970","0.085","0.291",,,,,"0.663","0.972","0.888"
"63849","9451.51944745","pp","Rv0968 (pp) ctpC","false","pp","Rv0968 (pp) ctpC","0.071","0.736",,,,,"0.068","0.93","0.731"
"63850","493.99286475","pp","Rv2974c (pp) Rv2975c","false","pp","Rv2974c (pp) Rv2975c",,"0.345",,,"0.754",,"0.845","0.972",
"63851","201.64888512","pp","Rv2963 (pp) 83332.Rv0967","false","pp","Rv2963 (pp) 83332.Rv0967","0.072",,,,,,"0.087","0.861","0.85"
"63852","6689.2816896","pp","csoR (pp) nmtR","false","pp","csoR (pp) nmtR",,,,,,,"0.065","0.877","0.874"
"63853","240.80671239","pp","csoR (pp) Rv0970","false","pp","csoR (pp) Rv0970","0.085",,,,,,"0.525","0.936","0.865"
"63854","5049.39506237","pp","csoR (pp) cmtR","false","pp","csoR (pp) cmtR",,"0.172",,,,,"0.065","0.847","0.819"
"63855","22.83297495","pp","csoR (pp) ctpV","false","pp","csoR (pp) ctpV","0.085",,,,,,"0.538","0.959","0.912"
"63856","2721.68337647","pp","csoR (pp) smtB","false","pp","csoR (pp) smtB",,,,,,,"0.065","0.873","0.87"
"63857","14898.42610471","pp","csoR (pp) mctB","false","pp","csoR (pp) mctB",,,,,,,,"0.83","0.83"
"63858","6287.04577191","pp","csoR (pp) Rv0968","false","pp","csoR (pp) Rv0968","0.085",,,,,,"0.66","0.953","0.862"
"63859","4850.0","pp","hsdM (pp) hsdS","false","pp","hsdM (pp) hsdS","0.258","0.683",,"0.452",,,"0.639","0.996","0.938"
"63860","1983.34260396","pp","mgtC (pp) ftsH","false","pp","mgtC (pp) ftsH",,,,"0.993",,,"0.06","0.998","0.731"
"63861","41287.9807191","pp","vapC9 (pp) Rv2762c","false","pp","vapC9 (pp) Rv2762c",,,,,,,,"0.862","0.862"
"63862","8357.09836994","pp","vapC9 (pp) relB","false","pp","vapC9 (pp) relB",,"0.43",,,,,"0.068","0.813","0.677"
"63863","9522.83621343","pp","vapC9 (pp) vapB11","false","pp","vapC9 (pp) vapB11",,"0.57",,,,,"0.042","0.881","0.735"
"63864","276.4493963","pp","vapC9 (pp) vapB42","false","pp","vapC9 (pp) vapB42",,,,,,,,"0.865","0.865"
"63865","315.03855171","pp","vapC9 (pp) vapC42","false","pp","vapC9 (pp) vapC42",,"0.326",,,,,"0.059","0.906","0.865"
"63866","4850.0","pp","lipO (pp) fadD12","false","pp","lipO (pp) fadD12","0.104",,"0.121",,,,"0.852","0.965","0.739"
"63867","3030.88504462","pp","folE (pp) ftsH","false","pp","folE (pp) ftsH","0.088",,,,,,"0.851","0.885","0.219"
"63868","6582.13613655","pp","Rv0955 (pp) Rv1024","false","pp","Rv0955 (pp) Rv1024","0.07","0.431",,,,,,"0.922","0.865"
"63869","3261.11982457","pp","Rv0955 (pp) Rv1610","false","pp","Rv0955 (pp) Rv1610","0.085","0.765",,,,,,"0.775",
"63870","4850.0","pp","Rv0954 (pp) Rv0955","false","pp","Rv0954 (pp) Rv0955","0.085","0.588",,,,,"0.732","0.89",
"63871","1681.4107249","pp","Rv0227c (pp) Rv3909","false","pp","Rv0227c (pp) Rv3909",,"0.334",,,,,,"0.827","0.752"
"63872","387.517647","pp","Rv0227c (pp) Rv0228","false","pp","Rv0227c (pp) Rv0228","0.07","0.653",,,,,"0.548","0.841",
"63873","5704.09759022","pp","Rv0227c (pp) aftD","false","pp","Rv0227c (pp) aftD",,"0.763",,,,,"0.06","0.863","0.435"
"63874","2431.16354408","pp","Rv2624c (pp) rip3","false","pp","Rv2624c (pp) rip3","0.085","0.296",,,,,"0.826","0.948","0.596"
"63875","2418.83645592","pp","Rv2624c (pp) hrp1","false","pp","Rv2624c (pp) hrp1","0.085","0.201",,,,,"0.643","0.859","0.522"
"63876","638.02348245","pp","purH (pp) apt","false","pp","purH (pp) apt","0.088",,"0.945","0.379",,,"0.217","0.987","0.566"
"63877","3541.80820284","pp","purH (pp) metH","false","pp","purH (pp) metH","0.068",,"0.952",,,,,"0.958","0.147"
"63878","337.80039114","pp","purH (pp) gcvT","false","pp","purH (pp) gcvT","0.282",,"0.945","0.103",,,,"0.967","0.182"
"63879","616.89168678","pp","purH (pp) hpt","false","pp","purH (pp) hpt","0.1",,"0.945",,,,"0.152","0.972","0.431"
"63880","1453.57202608","pp","purH (pp) glpK","false","pp","purH (pp) glpK","0.073",,,,,,"0.064","0.832","0.823"
"63881","321.02907141","pp","purH (pp) purK","false","pp","purH (pp) purK","0.687","0.487",,,,,"0.163","0.981","0.879"
"63882","496.01578665","pp","purH (pp) guaB2","false","pp","purH (pp) guaB2","0.374","0.185","0.945","0.206",,,"0.319","0.993","0.664"
"63883","1902.67044385","pp","purH (pp) hisH","false","pp","purH (pp) hisH",,,"0.945",,,,"0.163","0.982","0.652"
"63884","670.8670471","pp","purH (pp) thyX","false","pp","purH (pp) thyX","0.072",,"0.945",,,,"0.044","0.946",
"63885","726.87078822","pp","purH (pp) guaB3","false","pp","purH (pp) guaB3","0.303",,"0.945",,,,"0.088","0.969","0.219"
"63886","488.89280696","pp","purH (pp) purE","false","pp","purH (pp) purE","0.658","0.716",,,,,"0.163","0.972","0.702"
"63887","1623.42901316","pp","purH (pp) guaA","false","pp","purH (pp) guaA","0.795","0.297","0.193",,,,"0.355","0.964","0.597"
"63888","2867.69707013","pp","purH (pp) 83332.Rv2152c","false","pp","purH (pp) 83332.Rv2152c",,,,,,,"0.068","0.774","0.768"
"63889","495.76615919","pp","sigK (pp) Rv0449c","false","pp","sigK (pp) Rv0449c",,"0.452",,,,,"0.638","0.942","0.732"
"63890","1954.4406397","pp","sigK (pp) ufaA1","false","pp","sigK (pp) ufaA1","0.07","0.217",,,,,"0.752","0.86","0.317"
"63891","2768.59381649","pp","sigK (pp) Rv0446c","false","pp","sigK (pp) Rv0446c","0.07","0.33",,,,,"0.697","0.794",
"63892","3908.71801628","pp","sigK (pp) sigM","false","pp","sigK (pp) sigM",,"0.221",,,,,,"0.815","0.773"
"63893","133.81100204","pp","vapC21 (pp) vapC42","false","pp","vapC21 (pp) vapC42",,"0.157",,,,,"0.77","0.797",
"63894","4.0","pp","vapC21 (pp) hsdS","false","pp","vapC21 (pp) hsdS",,,,,,,"0.776","0.776",
"63895","63.46283354","pp","vapC21 (pp) vapB42","false","pp","vapC21 (pp) vapB42","0.067",,,,,,"0.77","0.776",
"63896","4646.72616443","pp","vapC21 (pp) Rv2762c","false","pp","vapC21 (pp) Rv2762c",,,,,,,"0.77","0.941","0.754"
"63897","73.0046118","pp","sucC (pp) bkdC","false","pp","sucC (pp) bkdC","0.401",,"0.945","0.242",,,"0.086","0.98","0.294"
"63898","58.97266576","pp","sucC (pp) prpC","false","pp","sucC (pp) prpC","0.387",,"0.286","0.309",,,"0.088","0.777","0.317"
"63899","457.42333861","pp","sucC (pp) sdhC","false","pp","sucC (pp) sdhC","0.316",,"0.994",,,,"0.163","0.998","0.688"
"63900","139.97054564","pp","sucC (pp) korB","false","pp","sucC (pp) korB","0.181",,"0.994",,,,"0.163","0.996","0.211"
"63901","592.07985222","pp","sucC (pp) mqo","false","pp","sucC (pp) mqo","0.204",,"0.442",,,,"0.067","0.78","0.533"
"63902","333.10019955","pp","sucC (pp) fum","false","pp","sucC (pp) fum","0.317",,"0.628","0.097",,,"0.068","0.969","0.878"
"63903","498.44405286","pp","sucC (pp) sdhA","false","pp","sucC (pp) sdhA","0.397","0.346","0.994","0.238",,,"0.083","0.999","0.708"
"63904","1024.04684389","pp","sucC (pp) sdhD","false","pp","sucC (pp) sdhD","0.273",,"0.945",,,,"0.163","0.983","0.565"
"63905","2417.32141393","pp","sucC (pp) nuoD","false","pp","sucC (pp) nuoD","0.391",,,"0.241",,,"0.06","0.852","0.701"
"63906","51.23594027","pp","sucC (pp) sucD","false","pp","sucC (pp) sucD","0.874","0.784","0.989","0.994","0.767",,"0.866","0.999","0.878"
"63907","334.03813055","pp","sucC (pp) fadA5","false","pp","sucC (pp) fadA5","0.105",,"0.945",,,,"0.065","0.953","0.111"
"63908","127.27604929","pp","sucC (pp) mdh","false","pp","sucC (pp) mdh","0.402",,"0.442","0.157",,,"0.163","0.913","0.688"
"63909","84.44153427","pp","sucC (pp) glcB","false","pp","sucC (pp) glcB","0.072",,"0.945",,,,,"0.96","0.283"
"63910","508.28172613","pp","sucC (pp) fadH","false","pp","sucC (pp) fadH","0.071",,"0.738",,,,"0.086","0.774","0.105"
"63911","451.07854626","pp","sucC (pp) 83332.Rv1475c","false","pp","sucC (pp) 83332.Rv1475c","0.262",,"0.442","0.273",,,"0.122","0.882","0.623"
"63912","53.09810254","pp","sucC (pp) 83332.Rv1734c","false","pp","sucC (pp) 83332.Rv1734c","0.401",,"0.838","0.242",,,"0.086","0.935","0.191"
"63913","116.02931159","pp","sucC (pp) sdhB","false","pp","sucC (pp) sdhB","0.37","0.407","0.994","0.237",,,"0.088","0.999","0.716"
"63914","161.44316292","pp","sucC (pp) dlaT","false","pp","sucC (pp) dlaT","0.401",,"0.945","0.242",,,"0.086","0.983","0.385"
"63915","649.90124467","pp","sucC (pp) korA","false","pp","sucC (pp) korA","0.249",,"0.995",,,,"0.355","0.999","0.769"
"63916","4233.54940536","pp","sucC (pp) 83332.Rv2524c","false","pp","sucC (pp) 83332.Rv2524c","0.238",,"0.952","0.129",,,"0.154","0.977","0.302"
"63917","1084.54917248","pp","sucC (pp) kstD","false","pp","sucC (pp) kstD","0.397",,"0.487","0.238",,,"0.083","0.789","0.178"
"63918","1282.16665472","pp","sucC (pp) ltp1","false","pp","sucC (pp) ltp1","0.105",,"0.945",,,,"0.065","0.953","0.111"
"63919","1711.85232099","pp","sucD (pp) korA","false","pp","sucD (pp) korA","0.233",,"0.995",,,,"0.355","0.998","0.637"
"63920","1561.06878101","pp","sucD (pp) kstD","false","pp","sucD (pp) kstD","0.542",,"0.487","0.243",,,"0.083","0.841","0.178"
"63921","2889.79127626","pp","sucD (pp) ltp1","false","pp","sucD (pp) ltp1","0.18",,"0.945","0.17",,,"0.068","0.963","0.112"
"63922","223.59747739","pp","sucD (pp) glcB","false","pp","sucD (pp) glcB","0.07",,"0.945","0.327",,,,"0.974","0.336"
"63923","130.20139316","pp","sucD (pp) sdhB","false","pp","sucD (pp) sdhB","0.67","0.35","0.994","0.309",,,"0.088","0.999","0.651"
"63924","1992.56920742","pp","sucD (pp) pepR","false","pp","sucD (pp) pepR","0.696",,,"0.241",,,"0.079","0.784","0.108"
"63925","372.87616291","pp","sucD (pp) bkdB","false","pp","sucD (pp) bkdB","0.697",,,"0.249",,,,"0.818","0.268"
"63926","428.48784426","pp","sucD (pp) dlaT","false","pp","sucD (pp) dlaT","0.56",,"0.945","0.235","0.001",,"0.086","0.986","0.333"
"63927","184.14885479","pp","sucD (pp) Rv1734c","false","pp","sucD (pp) Rv1734c","0.56",,"0.838","0.235",,,"0.086","0.952","0.191"
"63928","1139.38758161","pp","sucD (pp) sdhD","false","pp","sucD (pp) sdhD","0.258",,"0.945",,,,"0.163","0.983","0.566"
"63929","374.20666587","pp","sucD (pp) acn","false","pp","sucD (pp) acn","0.351",,"0.442","0.303",,,"0.128","0.907","0.643"
"63930","117.49665545","pp","sucD (pp) mdh","false","pp","sucD (pp) mdh","0.77",,"0.442","0.237",,,"0.163","0.971","0.705"
"63931","1769.11044152","pp","sucD (pp) nuoD","false","pp","sucD (pp) nuoD","0.826",,,,,,"0.045","0.845","0.144"
"63932","941.28197715","pp","sucD (pp) fadA5","false","pp","sucD (pp) fadA5","0.18",,"0.945","0.17",,,"0.068","0.963","0.112"
"63933","263.59569812","pp","sucD (pp) bkdC","false","pp","sucD (pp) bkdC","0.56",,"0.945","0.235","0.002",,"0.086","0.984","0.249"
"63934","340.65179983","pp","sucD (pp) sdhC","false","pp","sucD (pp) sdhC","0.78",,"0.994",,,,"0.163","0.999","0.597"
"63935","737.66262957","pp","sucD (pp) nuoC","false","pp","sucD (pp) nuoC","0.771",,,"0.25",,,"0.045","0.904","0.486"
"63936","2164.89699697","pp","sucD (pp) 83332.Rv3151","false","pp","sucD (pp) 83332.Rv3151","0.686",,,"0.252",,,"0.06","0.81","0.241"
"63937","172.76135222","pp","sucD (pp) prpC","false","pp","sucD (pp) prpC","0.579",,"0.286","0.313",,,"0.087","0.831","0.243"
"63938","506.76471803","pp","sucD (pp) sdhA","false","pp","sucD (pp) sdhA","0.542","0.307","0.994","0.243",,,"0.083","0.999","0.418"
"63939","269.64352826","pp","sucD (pp) fum","false","pp","sucD (pp) fum","0.795",,"0.628","0.131",,,"0.068","0.983","0.774"
"63940","401.97112012","pp","sucD (pp) korB","false","pp","sucD (pp) korB","0.077",,"0.994",,,,"0.163","0.996","0.228"
