"SUID","EdgeBetweenness","interaction","name","path length","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"2114","9.27921395","pp","1352.AL014_11790 (pp) 1352.AL014_11890",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11890",,,,,,,,,
"2115","15.56450557","pp","1352.AL014_11790 (pp) 1352.AL014_11895",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11895",,,,,,,,,
"2116","42.04137292","pp","1352.AL014_11790 (pp) 1352.AL014_11900",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11900",,,,,,,,,
"2117","9.45218287","pp","1352.AL014_11790 (pp) 1352.AL014_11905",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11905",,,,,,,,,
"2118","51.58095444","pp","1352.AL014_11790 (pp) 1352.AL014_11915",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11915",,,,,,,,,
"2119","42.33398059","pp","1352.AL014_11790 (pp) 1352.AL014_11920",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11920",,,,,,,,,
"2120","77.90658994","pp","1352.AL014_11790 (pp) 1352.AL014_12335",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_12335",,,,,,,,,
"2121","28.43136049","pp","1352.AL014_11790 (pp) 1352.AL014_14485",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_14485",,,,,,,,,
"2122","144.05198047","pp","1352.AL014_11790 (pp) 1352.AL014_12570",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_12570",,,,,,,,,
"2123","74.85466026","pp","1352.AL014_11790 (pp) 1352.AL014_11925",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_11925",,,,,,,,,
"2124","13.10838118","pp","1352.AL014_11790 (pp) 1352.AL014_12285",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_12285",,,,,,,,,
"2125","73.84341609","pp","1352.AL014_11790 (pp) 1352.AL014_12575",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_12575",,,,,,,,,
"2126","21.50700604","pp","1352.AL014_11790 (pp) 1352.AL014_12655",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_12655",,,,,,,,,
"2127","14.4108581","pp","1352.AL014_11790 (pp) 1352.AL014_12660",,"false","pp","1352.AL014_11790 (pp) 1352.AL014_12660",,,,,,,,,
"2128","48.16639582","pp","1352.AL014_11800 (pp) 1352.AL014_11805",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11805",,,,,,,,,
"2129","47.24895489","pp","1352.AL014_11800 (pp) 1352.AL014_11865",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11865",,,,,,,,,
"2130","60.80612203","pp","1352.AL014_11800 (pp) 1352.AL014_11810",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11810",,,,,,,,,
"2131","46.89247755","pp","1352.AL014_11800 (pp) 1352.AL014_11815",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11815",,,,,,,,,
"2132","46.47771084","pp","1352.AL014_11800 (pp) 1352.AL014_11820",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11820",,,,,,,,,
"2133","53.15785816","pp","1352.AL014_11800 (pp) 1352.AL014_11870",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11870",,,,,,,,,
"2134","42.94604695","pp","1352.AL014_11800 (pp) 1352.AL014_11825",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11825",,,,,,,,,
"2135","56.87626968","pp","1352.AL014_11800 (pp) 1352.AL014_11830",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11830",,,,,,,,,
"2136","54.36093297","pp","1352.AL014_11800 (pp) 1352.AL014_11875",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11875",,,,,,,,,
"2137","125.48590542","pp","1352.AL014_11800 (pp) 1352.AL014_11835",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11835",,,,,,,,,
"2138","42.04368931","pp","1352.AL014_11800 (pp) 1352.AL014_11840",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11840",,,,,,,,,
"2139","53.1105765","pp","1352.AL014_11800 (pp) 1352.AL014_11880",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11880",,,,,,,,,
"2140","54.17684111","pp","1352.AL014_11800 (pp) 1352.AL014_11845",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11845",,,,,,,,,
"2141","51.47748646","pp","1352.AL014_11800 (pp) 1352.AL014_11850",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11850",,,,,,,,,
"2142","311.43096575","pp","1352.AL014_11800 (pp) 1352.AL014_13245",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_13245",,,,,,,,,
"2143","311.73540074","pp","1352.AL014_11800 (pp) 1352.AL014_13560",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_13560",,,,,,,,,
"2144","105.01445187","pp","1352.AL014_11800 (pp) 1352.AL014_11855",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11855",,,,,,,,,
"2145","50.35789362","pp","1352.AL014_11800 (pp) 1352.AL014_11885",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11885",,,,,,,,,
"2146","69.91145431","pp","1352.AL014_11800 (pp) 1352.AL014_11860",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11860",,,,,,,,,
"2147","142.93591569","pp","1352.AL014_11800 (pp) 1352.AL014_13845",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_13845",,,,,,,,,
"2148","49.49243222","pp","1352.AL014_11800 (pp) 1352.AL014_11890",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11890",,,,,,,,,
"2149","155.86217486","pp","1352.AL014_11800 (pp) 1352.AL014_14300",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_14300",,,,,,,,,
"2150","156.78141471","pp","1352.AL014_11800 (pp) 1352.AL014_14480",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_14480",,,,,,,,,
"2151","51.88139409","pp","1352.AL014_11800 (pp) 1352.AL014_11895",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11895",,,,,,,,,
"2152","65.92488527","pp","1352.AL014_11800 (pp) 1352.AL014_14510",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_14510",,,,,,,,,
"2153","63.26170154","pp","1352.AL014_11800 (pp) 1352.AL014_11900",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11900",,,,,,,,,
"2154","57.32890574","pp","1352.AL014_11800 (pp) 1352.AL014_14515",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_14515",,,,,,,,,
"2155","53.42043633","pp","1352.AL014_11800 (pp) 1352.AL014_11905",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11905",,,,,,,,,
"2156","55.25506335","pp","1352.AL014_11800 (pp) 1352.AL014_14520",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_14520",,,,,,,,,
"2157","124.45311934","pp","1352.AL014_11800 (pp) 1352.AL014_14525",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_14525",,,,,,,,,
"2158","67.37062705","pp","1352.AL014_11800 (pp) 1352.AL014_11920",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11920",,,,,,,,,
"2159","260.80639476","pp","1352.AL014_11800 (pp) 1352.AL014_11925",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_11925",,,,,,,,,
"2160","117.75710618","pp","1352.AL014_11800 (pp) 1352.AL014_12275",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12275",,,,,,,,,
"2161","72.47582373","pp","1352.AL014_11800 (pp) 1352.AL014_12285",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12285",,,,,,,,,
"2162","108.69133113","pp","1352.AL014_11800 (pp) 1352.AL014_12295",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12295",,,,,,,,,
"2163","271.65773059","pp","1352.AL014_11800 (pp) 1352.AL014_12340",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12340",,,,,,,,,
"2164","188.33691887","pp","1352.AL014_11800 (pp) 1352.AL014_12570",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12570",,,,,,,,,
"2165","168.91297185","pp","1352.AL014_11800 (pp) 1352.AL014_12575",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12575",,,,,,,,,
"2166","54.92225895","pp","1352.AL014_11800 (pp) 1352.AL014_12655",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12655",,,,,,,,,
"2167","101.24736172","pp","1352.AL014_11800 (pp) 1352.AL014_12660",,"false","pp","1352.AL014_11800 (pp) 1352.AL014_12660",,,,,,,,,
"2168","108.29980785","pp","1352.AL014_11925 (pp) 1352.AL014_12275",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12275",,,,,,,,,
"2169","75.54678556","pp","1352.AL014_11925 (pp) 1352.AL014_12285",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12285",,,,,,,,,
"2170","120.29611754","pp","1352.AL014_11925 (pp) 1352.AL014_12295",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12295",,,,,,,,,
"2171","274.78255976","pp","1352.AL014_11925 (pp) 1352.AL014_12300",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12300",,,,,,,,,
"2172","124.11692377","pp","1352.AL014_11925 (pp) 1352.AL014_12330",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12330",,,,,,,,,
"2173","309.37423523","pp","1352.AL014_11925 (pp) 1352.AL014_12570",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12570",,,,,,,,,
"2174","297.3316239","pp","1352.AL014_11925 (pp) 1352.AL014_12575",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12575",,,,,,,,,
"2175","76.48922058","pp","1352.AL014_11925 (pp) 1352.AL014_12655",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12655",,,,,,,,,
"2176","211.5052025","pp","1352.AL014_11925 (pp) 1352.AL014_13460",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_13460",,,,,,,,,
"2177","102.31010538","pp","1352.AL014_11925 (pp) 1352.AL014_12660",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12660",,,,,,,,,
"2178","192.04764723","pp","1352.AL014_11925 (pp) 1352.AL014_13845",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_13845",,,,,,,,,
"2179","170.89144959","pp","1352.AL014_11925 (pp) 1352.AL014_14480",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14480",,,,,,,,,
"2180","156.60688679","pp","1352.AL014_11925 (pp) 1352.AL014_14485",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14485",,,,,,,,,
"2181","80.18240651","pp","1352.AL014_11925 (pp) 1352.AL014_14510",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14510",,,,,,,,,
"2182","61.24410553","pp","1352.AL014_11925 (pp) 1352.AL014_14515",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14515",,,,,,,,,
"2183","101.17926537","pp","1352.AL014_11925 (pp) 1352.AL014_12730",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_12730",,,,,,,,,
"2184","519.61992862","pp","1352.AL014_11925 (pp) 1352.AL014_13245",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_13245",,,,,,,,,
"2185","69.39287418","pp","1352.AL014_11925 (pp) 1352.AL014_14520",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14520",,,,,,,,,
"2186","93.00361221","pp","1352.AL014_11925 (pp) 1352.AL014_14525",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14525",,,,,,,,,
"2187","156.13672491","pp","1352.AL014_11925 (pp) 1352.AL014_14965",,"false","pp","1352.AL014_11925 (pp) 1352.AL014_14965",,,,,,,,,
"2188","6.7108615","pp","1352.AL014_11805 (pp) 1352.AL014_11810",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11810",,,,,,,,,
"2189","13.21612044","pp","1352.AL014_11805 (pp) 1352.AL014_11815",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11815",,,,,,,,,
"2190","4.83101345","pp","1352.AL014_11805 (pp) 1352.AL014_11820",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11820",,,,,,,,,
"2191","5.91114808","pp","1352.AL014_11805 (pp) 1352.AL014_11825",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11825",,,,,,,,,
"2192","14.059771","pp","1352.AL014_11805 (pp) 1352.AL014_11830",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11830",,,,,,,,,
"2193","39.34088674","pp","1352.AL014_11805 (pp) 1352.AL014_11835",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11835",,,,,,,,,
"2194","6.08604156","pp","1352.AL014_11805 (pp) 1352.AL014_11840",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11840",,,,,,,,,
"2195","11.79250246","pp","1352.AL014_11805 (pp) 1352.AL014_11845",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11845",,,,,,,,,
"2196","6.45404779","pp","1352.AL014_11805 (pp) 1352.AL014_11850",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11850",,,,,,,,,
"2197","23.01778703","pp","1352.AL014_11805 (pp) 1352.AL014_11855",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11855",,,,,,,,,
"2198","27.24649639","pp","1352.AL014_11805 (pp) 1352.AL014_11860",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11860",,,,,,,,,
"2199","6.26157964","pp","1352.AL014_11805 (pp) 1352.AL014_11865",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11865",,,,,,,,,
"2200","11.92836241","pp","1352.AL014_11805 (pp) 1352.AL014_11870",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11870",,,,,,,,,
"2201","5.10780598","pp","1352.AL014_11805 (pp) 1352.AL014_11875",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11875",,,,,,,,,
"2202","131.28168036","pp","1352.AL014_11805 (pp) 1352.AL014_12570",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12570",,,,,,,,,
"2203","12.60143187","pp","1352.AL014_11805 (pp) 1352.AL014_11880",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11880",,,,,,,,,
"2204","93.59120901","pp","1352.AL014_11805 (pp) 1352.AL014_12575",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12575",,,,,,,,,
"2205","11.92702843","pp","1352.AL014_11805 (pp) 1352.AL014_11885",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11885",,,,,,,,,
"2206","12.32514435","pp","1352.AL014_11805 (pp) 1352.AL014_11890",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11890",,,,,,,,,
"2207","6.53061383","pp","1352.AL014_11805 (pp) 1352.AL014_12655",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12655",,,,,,,,,
"2208","12.05125212","pp","1352.AL014_11805 (pp) 1352.AL014_11895",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11895",,,,,,,,,
"2209","12.65024107","pp","1352.AL014_11805 (pp) 1352.AL014_11900",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11900",,,,,,,,,
"2210","27.59358179","pp","1352.AL014_11805 (pp) 1352.AL014_12660",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12660",,,,,,,,,
"2211","44.02864439","pp","1352.AL014_11805 (pp) 1352.AL014_12730",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12730",,,,,,,,,
"2212","196.27988305","pp","1352.AL014_11805 (pp) 1352.AL014_13245",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_13245",,,,,,,,,
"2213","13.48438267","pp","1352.AL014_11805 (pp) 1352.AL014_11905",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11905",,,,,,,,,
"2214","55.55752642","pp","1352.AL014_11805 (pp) 1352.AL014_13260",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_13260",,,,,,,,,
"2215","39.47065195","pp","1352.AL014_11805 (pp) 1352.AL014_11915",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11915",,,,,,,,,
"2216","23.2180519","pp","1352.AL014_11805 (pp) 1352.AL014_11920",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11920",,,,,,,,,
"2217","84.96831773","pp","1352.AL014_11805 (pp) 1352.AL014_11925",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_11925",,,,,,,,,
"2218","55.30130859","pp","1352.AL014_11805 (pp) 1352.AL014_12275",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12275",,,,,,,,,
"2219","21.69118237","pp","1352.AL014_11805 (pp) 1352.AL014_12285",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12285",,,,,,,,,
"2220","34.65727859","pp","1352.AL014_11805 (pp) 1352.AL014_12295",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12295",,,,,,,,,
"2221","107.18179341","pp","1352.AL014_11805 (pp) 1352.AL014_14300",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14300",,,,,,,,,
"2222","46.28957025","pp","1352.AL014_11805 (pp) 1352.AL014_14485",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14485",,,,,,,,,
"2223","20.60103948","pp","1352.AL014_11805 (pp) 1352.AL014_14510",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14510",,,,,,,,,
"2224","18.25079149","pp","1352.AL014_11805 (pp) 1352.AL014_14515",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14515",,,,,,,,,
"2225","19.61087666","pp","1352.AL014_11805 (pp) 1352.AL014_14520",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14520",,,,,,,,,
"2226","43.27870339","pp","1352.AL014_11805 (pp) 1352.AL014_12330",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_12330",,,,,,,,,
"2227","24.8968963","pp","1352.AL014_11805 (pp) 1352.AL014_14525",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14525",,,,,,,,,
"2228","50.38578159","pp","1352.AL014_11805 (pp) 1352.AL014_14965",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_14965",,,,,,,,,
"2229","391.8061298","pp","1352.AL014_11805 (pp) 1352.AL014_15130",,"false","pp","1352.AL014_11805 (pp) 1352.AL014_15130",,,,,,,,,
"2230","14.91187681","pp","1352.AL014_11810 (pp) 1352.AL014_11815",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11815",,,,,,,,,
"2231","6.61897993","pp","1352.AL014_11810 (pp) 1352.AL014_11820",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11820",,,,,,,,,
"2232","7.12175872","pp","1352.AL014_11810 (pp) 1352.AL014_11825",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11825",,,,,,,,,
"2233","17.61215213","pp","1352.AL014_11810 (pp) 1352.AL014_11830",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11830",,,,,,,,,
"2234","138.29702055","pp","1352.AL014_11810 (pp) 1352.AL014_12570",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12570",,,,,,,,,
"2235","36.93136565","pp","1352.AL014_11810 (pp) 1352.AL014_11835",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11835",,,,,,,,,
"2236","5.29966251","pp","1352.AL014_11810 (pp) 1352.AL014_11840",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11840",,,,,,,,,
"2237","93.44281072","pp","1352.AL014_11810 (pp) 1352.AL014_12575",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12575",,,,,,,,,
"2238","48.9560458","pp","1352.AL014_11810 (pp) 1352.AL014_14485",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14485",,,,,,,,,
"2239","12.30594402","pp","1352.AL014_11810 (pp) 1352.AL014_11845",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11845",,,,,,,,,
"2240","7.29201937","pp","1352.AL014_11810 (pp) 1352.AL014_11850",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11850",,,,,,,,,
"2241","19.43681316","pp","1352.AL014_11810 (pp) 1352.AL014_14510",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14510",,,,,,,,,
"2242","5.9698784","pp","1352.AL014_11810 (pp) 1352.AL014_12655",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12655",,,,,,,,,
"2243","21.09633255","pp","1352.AL014_11810 (pp) 1352.AL014_11855",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11855",,,,,,,,,
"2244","32.03041398","pp","1352.AL014_11810 (pp) 1352.AL014_11860",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11860",,,,,,,,,
"2245","28.35586347","pp","1352.AL014_11810 (pp) 1352.AL014_12660",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12660",,,,,,,,,
"2246","18.53621989","pp","1352.AL014_11810 (pp) 1352.AL014_14515",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14515",,,,,,,,,
"2247","7.23479399","pp","1352.AL014_11810 (pp) 1352.AL014_11865",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11865",,,,,,,,,
"2248","17.31638204","pp","1352.AL014_11810 (pp) 1352.AL014_14520",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14520",,,,,,,,,
"2249","41.0054862","pp","1352.AL014_11810 (pp) 1352.AL014_12730",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12730",,,,,,,,,
"2250","11.02943273","pp","1352.AL014_11810 (pp) 1352.AL014_11870",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11870",,,,,,,,,
"2251","25.54037098","pp","1352.AL014_11810 (pp) 1352.AL014_14525",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14525",,,,,,,,,
"2252","5.9806239","pp","1352.AL014_11810 (pp) 1352.AL014_11875",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11875",,,,,,,,,
"2253","51.12531886","pp","1352.AL014_11810 (pp) 1352.AL014_14965",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14965",,,,,,,,,
"2254","12.66396441","pp","1352.AL014_11810 (pp) 1352.AL014_11880",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11880",,,,,,,,,
"2255","201.60448456","pp","1352.AL014_11810 (pp) 1352.AL014_13245",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_13245",,,,,,,,,
"2256","11.41762146","pp","1352.AL014_11810 (pp) 1352.AL014_11885",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11885",,,,,,,,,
"2257","56.62767143","pp","1352.AL014_11810 (pp) 1352.AL014_13260",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_13260",,,,,,,,,
"2258","13.1537084","pp","1352.AL014_11810 (pp) 1352.AL014_11890",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11890",,,,,,,,,
"2259","8.83190546","pp","1352.AL014_11810 (pp) 1352.AL014_11895",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11895",,,,,,,,,
"2260","202.15693533","pp","1352.AL014_11810 (pp) 1352.AL014_14275",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_14275",,,,,,,,,
"2261","12.44902226","pp","1352.AL014_11810 (pp) 1352.AL014_11900",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11900",,,,,,,,,
"2262","14.16810075","pp","1352.AL014_11810 (pp) 1352.AL014_11905",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11905",,,,,,,,,
"2263","42.8742276","pp","1352.AL014_11810 (pp) 1352.AL014_11915",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11915",,,,,,,,,
"2264","23.82846672","pp","1352.AL014_11810 (pp) 1352.AL014_11920",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11920",,,,,,,,,
"2265","85.74279279","pp","1352.AL014_11810 (pp) 1352.AL014_11925",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_11925",,,,,,,,,
"2266","53.96118633","pp","1352.AL014_11810 (pp) 1352.AL014_12275",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12275",,,,,,,,,
"2267","20.60233732","pp","1352.AL014_11810 (pp) 1352.AL014_12285",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12285",,,,,,,,,
"2268","31.61716906","pp","1352.AL014_11810 (pp) 1352.AL014_12295",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12295",,,,,,,,,
"2269","40.36858854","pp","1352.AL014_11810 (pp) 1352.AL014_12330",,"false","pp","1352.AL014_11810 (pp) 1352.AL014_12330",,,,,,,,,
"2270","13.35816585","pp","1352.AL014_11815 (pp) 1352.AL014_11820",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11820",,,,,,,,,
"2271","13.98835617","pp","1352.AL014_11815 (pp) 1352.AL014_11825",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11825",,,,,,,,,
"2272","11.27590648","pp","1352.AL014_11815 (pp) 1352.AL014_11830",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11830",,,,,,,,,
"2273","28.75212924","pp","1352.AL014_11815 (pp) 1352.AL014_11835",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11835",,,,,,,,,
"2274","12.01821362","pp","1352.AL014_11815 (pp) 1352.AL014_11840",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11840",,,,,,,,,
"2275","8.26633533","pp","1352.AL014_11815 (pp) 1352.AL014_11845",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11845",,,,,,,,,
"2276","13.92939508","pp","1352.AL014_11815 (pp) 1352.AL014_11850",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11850",,,,,,,,,
"2277","18.76460962","pp","1352.AL014_11815 (pp) 1352.AL014_11855",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11855",,,,,,,,,
"2278","34.7593479","pp","1352.AL014_11815 (pp) 1352.AL014_11860",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11860",,,,,,,,,
"2279","56.42720899","pp","1352.AL014_11815 (pp) 1352.AL014_12275",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_12275",,,,,,,,,
"2280","14.55536704","pp","1352.AL014_11815 (pp) 1352.AL014_12285",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_12285",,,,,,,,,
"2281","11.54208056","pp","1352.AL014_11815 (pp) 1352.AL014_11865",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11865",,,,,,,,,
"2282","7.78472619","pp","1352.AL014_11815 (pp) 1352.AL014_11870",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11870",,,,,,,,,
"2283","20.35054729","pp","1352.AL014_11815 (pp) 1352.AL014_12295",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_12295",,,,,,,,,
"2284","31.93343892","pp","1352.AL014_11815 (pp) 1352.AL014_12330",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_12330",,,,,,,,,
"2285","13.7998087","pp","1352.AL014_11815 (pp) 1352.AL014_11875",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11875",,,,,,,,,
"2286","25.4840807","pp","1352.AL014_11815 (pp) 1352.AL014_11880",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11880",,,,,,,,,
"2287","20.68976844","pp","1352.AL014_11815 (pp) 1352.AL014_11885",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11885",,,,,,,,,
"2288","8.45301493","pp","1352.AL014_11815 (pp) 1352.AL014_11890",,"false","pp","1352.AL014_11815 (pp) 1352.AL014_11890",,,,,,,,,
