"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"20680","44.46856387529759","pp","208964.PA1552 (pp) 208964.PA1554","false","pp","208964.PA1552 (pp) 208964.PA1554","0.402","0.783","0.605","0.313",,"0.817","0.999","0.862"
"20681","3.0773809523809526","pp","208964.PA1552 (pp) 208964.PA1555","false","pp","208964.PA1552 (pp) 208964.PA1555",,"0.054","0.927",,,"0.392","0.955","0.045"
"20682","19.949060262189754","pp","208964.PA1552 (pp) 208964.PA1556","false","pp","208964.PA1552 (pp) 208964.PA1556",,"0.784","0.407",,,"0.076","0.982","0.865"
"20683","33.671359678993156","pp","208964.PA1552 (pp) 208964.PA1557","false","pp","208964.PA1552 (pp) 208964.PA1557",,"0.783","0.726","0.313",,"0.423","0.996","0.862"
"20684","796.932004619853","pp","208964.PA1552 (pp) 208964.PA1856","false","pp","208964.PA1552 (pp) 208964.PA1856",,"0.783","0.236","0.313",,,"0.982","0.862"
"20685","7701.99897397418","pp","208964.PA1552 (pp) 208964.PA4429","false","pp","208964.PA1552 (pp) 208964.PA4429",,"0.231","0.836",,,"0.046","0.882","0.136"
"20686","397.79933564326126","pp","208964.PA1551 (pp) 208964.PA1552","false","pp","208964.PA1551 (pp) 208964.PA1552",,"0.784","0.396",,,"0.07","0.876","0.1"
"20687","812.0197814818752","pp","208964.PA1551 (pp) 208964.PA1553","false","pp","208964.PA1551 (pp) 208964.PA1553",,"0.784","0.396",,,"0.07","0.881","0.136"
"20688","498.5989344446162","pp","208964.PA1551 (pp) 208964.PA1554","false","pp","208964.PA1551 (pp) 208964.PA1554",,"0.784","0.22",,,"0.46","0.975","0.757"
"20689","371.5125271641601","pp","208964.PA1551 (pp) 208964.PA1555","false","pp","208964.PA1551 (pp) 208964.PA1555",,"0.784","0.396",,,"0.07","0.876","0.1"
"20690","698.0431250852967","pp","208964.PA1551 (pp) 208964.PA1556","false","pp","208964.PA1551 (pp) 208964.PA1556",,"0.784","0.396",,,"0.07","0.881","0.136"
"20691","879.9380276694282","pp","208964.PA1551 (pp) 208964.PA1557","false","pp","208964.PA1551 (pp) 208964.PA1557",,"0.784","0.22",,,"0.281","0.967","0.757"
"20692","5.333333333333333","pp","208964.PA1551 (pp) 208964.PA1856","false","pp","208964.PA1551 (pp) 208964.PA1856",,"0.784","0.22",,,"0.057","0.948","0.711"
"20693","34.25934023986149","pp","208964.PA1554 (pp) 208964.PA1555","false","pp","208964.PA1554 (pp) 208964.PA1555",,"0.783","0.482","0.313",,"0.395","0.95","0.093"
"20694","21.03907744448749","pp","208964.PA1554 (pp) 208964.PA1556","false","pp","208964.PA1554 (pp) 208964.PA1556","0.158","0.784","0.496",,,,"0.906","0.093"
"20695","12.571714000225963","pp","208964.PA1554 (pp) 208964.PA1557","false","pp","208964.PA1554 (pp) 208964.PA1557",,"0.042","0.895",,,"0.408","0.935",
"20696","971.8545035463346","pp","208964.PA1554 (pp) 208964.PA1856","false","pp","208964.PA1554 (pp) 208964.PA1856",,"0.042","0.8",,,,"0.8",
"20697","1846.4935357656657","pp","208964.PA1554 (pp) 208964.PA4430","false","pp","208964.PA1554 (pp) 208964.PA4430","0.162","0.175","0.698",,,"0.044","0.786","0.095"
"20698","3692.018754084004","pp","208964.PA1554 (pp) 208964.PA4431","false","pp","208964.PA1554 (pp) 208964.PA4431",,"0.159","0.712",,,"0.043","0.77","0.125"
"20699","833.5625433214153","pp","208964.PA1796 (pp) 208964.PA1843","false","pp","208964.PA1796 (pp) 208964.PA1843",,,"0.965",,,"0.084","0.973","0.217"
"20700","2002.4519728503465","pp","208964.PA1796 (pp) 208964.PA3769","false","pp","208964.PA1796 (pp) 208964.PA3769","0.742",,,,,"0.235","0.811","0.117"
"20701","1155.5842136686756","pp","208964.PA1796 (pp) 208964.PA3770","false","pp","208964.PA1796 (pp) 208964.PA3770","0.304",,,,,"0.617","0.785","0.257"
"20702","834.1268178898929","pp","208964.PA1796 (pp) 208964.PA4602","false","pp","208964.PA1796 (pp) 208964.PA4602","0.339","0.318","0.662",,,"0.048","0.949","0.704"
"20703","880.706702396928","pp","208964.PA1796 (pp) 208964.PA3111","false","pp","208964.PA1796 (pp) 208964.PA3111","0.145","0.386","0.965",,,"0.109","0.986","0.284"
"20704","4019.127732145522","pp","208964.PA1796 (pp) 208964.PA4273","false","pp","208964.PA1796 (pp) 208964.PA4273","0.16",,,,,,"0.791","0.761"
"20705","341.1688211770336","pp","208964.PA1796 (pp) 208964.PA2442","false","pp","208964.PA1796 (pp) 208964.PA2442","0.221",,"0.659",,,"0.078","0.806","0.302"
"20706","624.764097704388","pp","208964.PA1796 (pp) 208964.PA2444","false","pp","208964.PA1796 (pp) 208964.PA2444","0.283","0.3","0.647",,,"0.048","0.943","0.714"
"20707","1247.435212688797","pp","208964.PA1796 (pp) 208964.PA4810","false","pp","208964.PA1796 (pp) 208964.PA4810",,,"0.799",,,"0.055","0.802",
"20708","614.1403236735249","pp","208964.PA1796 (pp) 208964.PA4314","false","pp","208964.PA1796 (pp) 208964.PA4314","0.189","0.157","0.965",,,"0.114","0.987","0.487"
"20709","464.54354878111957","pp","208964.PA1796 (pp) 208964.PA4854","false","pp","208964.PA1796 (pp) 208964.PA4854","0.759",,"0.66","0.202",,"0.116","0.965","0.49"
"20710","616.26360602865","pp","208964.PA1796 (pp) 208964.PA2445","false","pp","208964.PA1796 (pp) 208964.PA2445","0.237",,"0.753",,,"0.061","0.819","0.098"
"20711","1125.8782842163716","pp","208964.PA1796 (pp) 208964.PA2612","false","pp","208964.PA1796 (pp) 208964.PA2612","0.14","0.194",,"0.181",,"0.149","0.805","0.659"
"20712","495.2471173040553","pp","208964.PA1796 (pp) 208964.PA5213","false","pp","208964.PA1796 (pp) 208964.PA5213","0.237",,"0.753",,,"0.061","0.819","0.098"
"20713","415.54220860865837","pp","208964.PA1796 (pp) 208964.PA4855","false","pp","208964.PA1796 (pp) 208964.PA4855","0.711",,"0.908",,,"0.39","0.987","0.266"
"20714","416.0834460349237","pp","208964.PA1796 (pp) 208964.PA5215","false","pp","208964.PA1796 (pp) 208964.PA5215","0.221",,"0.964",,,"0.078","0.979","0.3"
"20715","917.0998562751091","pp","208964.PA1796 (pp) 208964.PA5413","false","pp","208964.PA1796 (pp) 208964.PA5413",,,"0.873",,,"0.065","0.879","0.06"
"20716","808.0003310064833","pp","208964.PA1796 (pp) 208964.PA5415","false","pp","208964.PA1796 (pp) 208964.PA5415","0.283","0.303","0.659",,,"0.048","0.933","0.649"
"20717","1067.9830457531402","pp","208964.PA1796 (pp) 208964.PA5418","false","pp","208964.PA1796 (pp) 208964.PA5418","0.221",,"0.653",,,"0.269","0.785",
"20718","602.7945139251694","pp","208964.PA1796 (pp) 208964.PA5420","false","pp","208964.PA1796 (pp) 208964.PA5420","0.175","0.151","0.656",,,"0.114","0.855","0.424"
"20719","202.52599601030724","pp","208964.PA1795 (pp) 208964.PA2612","false","pp","208964.PA1795 (pp) 208964.PA2612","0.38","0.563",,"0.389",,"0.081","0.959","0.773"
"20720","522.7940436155583","pp","208964.PA1795 (pp) 208964.PA3050","false","pp","208964.PA1795 (pp) 208964.PA3050","0.193",,,,,"0.483","0.88","0.735"
"20721","534.6256355493997","pp","208964.PA1795 (pp) 208964.PA3134","false","pp","208964.PA1795 (pp) 208964.PA3134","0.265",,,,,,"0.912","0.885"
"20722","314.64876473662423","pp","208964.PA1795 (pp) 208964.PA2744","false","pp","208964.PA1795 (pp) 208964.PA2744","0.45","0.251",,,,"0.314","0.825","0.453"
"20723","644.9023105610441","pp","208964.PA1795 (pp) 208964.PA3656","false","pp","208964.PA1795 (pp) 208964.PA3656","0.225",,,,,"0.077","0.851","0.809"
"20724","360.54028809357214","pp","208964.PA1795 (pp) 208964.PA3746","false","pp","208964.PA1795 (pp) 208964.PA3746","0.294","0.713",,,,"0.078","0.836","0.225"
"20725","1362.9463459639912","pp","208964.PA1795 (pp) 208964.PA3769","false","pp","208964.PA1795 (pp) 208964.PA3769","0.73","0.189",,,,"0.045","0.787","0.102"
"20726","2792.7850759863504","pp","208964.PA1795 (pp) 208964.PA3831","false","pp","208964.PA1795 (pp) 208964.PA3831","0.104",,,,,"0.053","0.842","0.829"
"20727","295.11730517373144","pp","208964.PA1795 (pp) 208964.PA3987","false","pp","208964.PA1795 (pp) 208964.PA3987","0.691",,,"0.411",,"0.08","0.908","0.514"
"20728","1383.4564925586467","pp","208964.PA1795 (pp) 208964.PA4238","false","pp","208964.PA1795 (pp) 208964.PA4238","0.122",,,,,"0.108","0.804","0.77"
"20729","542.6359328065746","pp","208964.PA1795 (pp) 208964.PA4744","false","pp","208964.PA1795 (pp) 208964.PA4744","0.159","0.246",,,,"0.08","0.88","0.818"
"20730","292.8001680148531","pp","208964.PA1795 (pp) 208964.PA4560","false","pp","208964.PA1795 (pp) 208964.PA4560","0.817","0.264",,,,"0.091","0.873","0.088"
"20731","111.40172622789977","pp","208964.PA1795 (pp) 208964.PA3834","false","pp","208964.PA1795 (pp) 208964.PA3834","0.62","0.161",,,,"0.069","0.941","0.825"
"20732","167.26990642611787","pp","208964.PA1795 (pp) 208964.PA5051","false","pp","208964.PA1795 (pp) 208964.PA5051","0.331","0.164",,"0.2",,"0.378","0.914","0.74"
"20733","1644.436750080778","pp","208964.PA1795 (pp) 208964.PA4938","false","pp","208964.PA1795 (pp) 208964.PA4938","0.294",,,,,"0.081","0.812","0.733"
"20734","59.16335328391466","pp","208964.PA1553 (pp) 208964.PA1554","false","pp","208964.PA1553 (pp) 208964.PA1554","0.246","0.784","0.496",,,"0.811","0.997","0.862"
"20735","36.944084783765014","pp","208964.PA1553 (pp) 208964.PA1555","false","pp","208964.PA1553 (pp) 208964.PA1555",,"0.784","0.465",,,"0.388","0.929","0.115"
"20736","20.316506922478013","pp","208964.PA1553 (pp) 208964.PA1556","false","pp","208964.PA1553 (pp) 208964.PA1556",,"0.042","0.8",,,"0.381","0.871",
"20737","27.807280806892926","pp","208964.PA1553 (pp) 208964.PA1557","false","pp","208964.PA1553 (pp) 208964.PA1557","0.158","0.784","0.575",,,"0.398","0.992","0.862"
"20738","1590.0006928005978","pp","208964.PA1553 (pp) 208964.PA1856","false","pp","208964.PA1553 (pp) 208964.PA1856","0.158","0.784","0.238",,,,"0.984","0.896"
"20739","3241.59290256938","pp","208964.PA1553 (pp) 208964.PA4429","false","pp","208964.PA1553 (pp) 208964.PA4429",,"0.172","0.757",,,"0.046","0.798","0.073"
"20740","2817.503136704799","pp","208964.PA1553 (pp) 208964.PA4431","false","pp","208964.PA1553 (pp) 208964.PA4431","0.168","0.161","0.757",,,,"0.838","0.156"
"20741","615.6791399906637","pp","208964.PA0223 (pp) 208964.PA3116","false","pp","208964.PA0223 (pp) 208964.PA3116","0.109",,"0.9",,,,"0.913","0.098"
"20742","631.6367743230355","pp","208964.PA0223 (pp) 208964.PA0224","false","pp","208964.PA0223 (pp) 208964.PA0224",,"0.583",,,,"0.669","0.856",
"20743","577.6178699488726","pp","208964.PA0223 (pp) 208964.PA1010","false","pp","208964.PA0223 (pp) 208964.PA1010",,"0.428","0.8",,,,"0.881",
"20744","932.8101493261743","pp","208964.PA0223 (pp) 208964.PA3736","false","pp","208964.PA0223 (pp) 208964.PA3736","0.138",,"0.9",,,,"0.915","0.088"
"20745","791.2541782853643","pp","208964.PA0223 (pp) 208964.PA3117","false","pp","208964.PA0223 (pp) 208964.PA3117","0.109",,"0.9",,,,"0.914","0.116"
"20746","676.3138620723956","pp","208964.PA0223 (pp) 208964.PA4759","false","pp","208964.PA0223 (pp) 208964.PA4759","0.153","0.44","0.942",,,,"0.972","0.098"
"20747","4.0","pp","208964.PA3731 (pp) 208964.PA3732","false","pp","208964.PA3731 (pp) 208964.PA3732",,"0.78",,,,"0.073","0.787",
"20748","10.467363444261506","pp","208964.PA1556 (pp) 208964.PA1557","false","pp","208964.PA1556 (pp) 208964.PA1557","0.393","0.784","0.575",,,"0.837","0.999","0.862"
"20749","3269.3837585511137","pp","208964.PA1556 (pp) 208964.PA4429","false","pp","208964.PA1556 (pp) 208964.PA4429","0.088","0.17","0.757",,,"0.046","0.808","0.073"
"20750","2817.8925523844714","pp","208964.PA1556 (pp) 208964.PA4431","false","pp","208964.PA1556 (pp) 208964.PA4431","0.168","0.159","0.757",,,,"0.837","0.156"
"20751","1382.3217213755897","pp","208964.PA1556 (pp) 208964.PA1856","false","pp","208964.PA1556 (pp) 208964.PA1856","0.158","0.784","0.238",,,,"0.978","0.862"
"20752","741.6917209949829","pp","208964.PA1555 (pp) 208964.PA1856","false","pp","208964.PA1555 (pp) 208964.PA1856",,"0.783","0.236","0.313",,,"0.982","0.862"
"20753","109.36200849732619","pp","208964.PA1555 (pp) 208964.PA4133","false","pp","208964.PA1555 (pp) 208964.PA4133",,"0.564","0.482","0.313",,"0.042","0.841","0.093"
"20754","14.492027550756555","pp","208964.PA1555 (pp) 208964.PA1556","false","pp","208964.PA1555 (pp) 208964.PA1556","0.545","0.784","0.465",,,"0.051","0.992","0.865"
"20755","24.350721477730666","pp","208964.PA1555 (pp) 208964.PA1557","false","pp","208964.PA1555 (pp) 208964.PA1557","0.512","0.783","0.72","0.313",,"0.837","0.999","0.862"
"20756","4835.923055814415","pp","208964.PA1555 (pp) 208964.PA4429","false","pp","208964.PA1555 (pp) 208964.PA4429",,"0.224","0.836",,,"0.046","0.881","0.136"
"20757","2985.985043886388","pp","208964.PA1557 (pp) 208964.PA4429","false","pp","208964.PA1557 (pp) 208964.PA4429",,"0.169","0.789",,,,"0.826","0.085"
"20758","1377.4617166889038","pp","208964.PA1557 (pp) 208964.PA4430","false","pp","208964.PA1557 (pp) 208964.PA4430","0.162","0.177","0.789",,,"0.044","0.851","0.095"
"20759","1734.5326899959578","pp","208964.PA1557 (pp) 208964.PA1856","false","pp","208964.PA1557 (pp) 208964.PA1856",,"0.045","0.8",,,,"0.801",
"20760","2558.7892149696445","pp","208964.PA1557 (pp) 208964.PA4431","false","pp","208964.PA1557 (pp) 208964.PA4431","0.06","0.161","0.792",,,"0.043","0.838","0.125"
"20761","1999.8233429984143","pp","208964.PA3977 (pp) 208964.PA4088","false","pp","208964.PA3977 (pp) 208964.PA4088",,"0.376","0.899",,,,"0.934",
"20762","2382.6741447190375","pp","208964.PA3977 (pp) 208964.PA5260","false","pp","208964.PA3977 (pp) 208964.PA5260","0.234","0.751","0.402",,,"0.206","0.98","0.815"
"20763","1209.4916870685984","pp","208964.PA3977 (pp) 208964.PA4666","false","pp","208964.PA3977 (pp) 208964.PA4666","0.068","0.776","0.965","0.415",,"0.149","0.999","0.841"
"20764","1573.6446015742893","pp","208964.PA3977 (pp) 208964.PA5034","false","pp","208964.PA3977 (pp) 208964.PA5034","0.235","0.296",,,,"0.061","0.893","0.813"
"20765","1098.5835509876451","pp","208964.PA3977 (pp) 208964.PA5243","false","pp","208964.PA3977 (pp) 208964.PA5243","0.232","0.728","0.965",,,"0.617","0.999","0.818"
"20766","2841.829916191799","pp","208964.PA3977 (pp) 208964.PA5429","false","pp","208964.PA3977 (pp) 208964.PA5429","0.174",,"0.873",,,"0.066","0.899","0.095"
"20767","818.503235976774","pp","208964.PA3977 (pp) 208964.PA5523","false","pp","208964.PA3977 (pp) 208964.PA5523",,"0.316","0.899",,,,"0.928",
"20768","8.856328260657417","pp","208964.PA0473 (pp) 208964.PA1655","false","pp","208964.PA0473 (pp) 208964.PA1655",,"0.218","0.8",,,,"0.837",
"20769","2016.300573069506","pp","208964.PA0473 (pp) 208964.PA2025","false","pp","208964.PA0473 (pp) 208964.PA2025",,,"0.9",,,,"0.9",
"20770","14.174297713212221","pp","208964.PA0473 (pp) 208964.PA2813","false","pp","208964.PA0473 (pp) 208964.PA2813",,"0.147","0.8",,,,"0.822",
"20771","76.05598335014139","pp","208964.PA0473 (pp) 208964.PA1287","false","pp","208964.PA0473 (pp) 208964.PA1287",,,"0.89",,,,"0.89",
"20772","9.929894097313822","pp","208964.PA0473 (pp) 208964.PA1466","false","pp","208964.PA0473 (pp) 208964.PA1466",,,"0.8",,,,"0.8",
"20773","8.856328260657417","pp","208964.PA0473 (pp) 208964.PA4401","false","pp","208964.PA0473 (pp) 208964.PA4401",,,"0.928",,,,"0.928",
"20774","181.49468639932832","pp","208964.PA0473 (pp) 208964.PA3035","false","pp","208964.PA0473 (pp) 208964.PA3035",,"0.194","0.8",,,,"0.832",
"20775","2120.1018587460126","pp","208964.PA2413 (pp) 208964.PA4730","false","pp","208964.PA2413 (pp) 208964.PA4730",,,"0.873",,,"0.051","0.875","0.048"
"20776","2119.5189195991275","pp","208964.PA2413 (pp) 208964.PA3736","false","pp","208964.PA2413 (pp) 208964.PA3736",,,"0.9",,,,"0.905","0.092"
"20777","25632.082709464517","pp","208964.PA2413 (pp) 208964.PA4226","false","pp","208964.PA2413 (pp) 208964.PA4226","0.088","0.169","0.296",,,"0.059","0.805","0.671"
"20778","5837.6493274074555","pp","208964.PA2413 (pp) 208964.PA4229","false","pp","208964.PA2413 (pp) 208964.PA4229","0.324","0.235",,,,"0.065","0.826","0.683"
"20779","1990.6693875120086","pp","208964.PA2413 (pp) 208964.PA3116","false","pp","208964.PA2413 (pp) 208964.PA3116",,,"0.986",,,,"0.989","0.23"
"20780","3026.1832494643886","pp","208964.PA2413 (pp) 208964.PA3117","false","pp","208964.PA2413 (pp) 208964.PA3117",,,"0.965",,,,"0.977","0.381"
"20781","1616.165015403089","pp","208964.PA2413 (pp) 208964.PA5204","false","pp","208964.PA2413 (pp) 208964.PA5204","0.49",,"0.773",,,"0.048","0.882","0.054"
"20782","1668.3342528985067","pp","208964.PA2413 (pp) 208964.PA4731","false","pp","208964.PA2413 (pp) 208964.PA4731",,,"0.873",,,,"0.875","0.055"
"20783","3244.54803541353","pp","208964.PA3988 (pp) 208964.PA3989","false","pp","208964.PA3988 (pp) 208964.PA3989","0.337",,,,,"0.732","0.815",
"20784","1110.159857814469","pp","208964.PA3988 (pp) 208964.PA4459","false","pp","208964.PA3988 (pp) 208964.PA4459",,"0.486",,,,,"0.932","0.874"
"20785","339.6219178379997","pp","208964.PA3988 (pp) 208964.PA4460","false","pp","208964.PA3988 (pp) 208964.PA4460",,"0.317",,,,,"0.806","0.727"
"20786","382.49468714200503","pp","208964.PA3988 (pp) 208964.PA4461","false","pp","208964.PA3988 (pp) 208964.PA4461",,,,,,,"0.916","0.916"
"20787","1072.3630742772668","pp","208964.PA3988 (pp) 208964.PA4545","false","pp","208964.PA3988 (pp) 208964.PA4545","0.198","0.256",,,,"0.081","0.822","0.714"
"20788","481.4046088339644","pp","208964.PA3988 (pp) 208964.PA4668","false","pp","208964.PA3988 (pp) 208964.PA4668","0.095","0.384",,,,,"0.829","0.718"
"20789","201.42609045124155","pp","208964.PA3751 (pp) 208964.PA4314","false","pp","208964.PA3751 (pp) 208964.PA4314",,,"0.965",,,"0.077","0.967","0.07"
"20790","277.0347607132974","pp","208964.PA3751 (pp) 208964.PA4854","false","pp","208964.PA3751 (pp) 208964.PA4854","0.74",,"0.66","0.201",,"0.068","0.967","0.582"
"20791","298.8038807760738","pp","208964.PA3751 (pp) 208964.PA4855","false","pp","208964.PA3751 (pp) 208964.PA4855","0.417","0.139","0.965","0.209",,"0.077","0.987","0.185"
"20792","710.447075850885","pp","208964.PA3751 (pp) 208964.PA5046","false","pp","208964.PA3751 (pp) 208964.PA5046",,,"0.873",,,,"0.892","0.187"
"20793","200.0871602594292","pp","208964.PA3751 (pp) 208964.PA5215","false","pp","208964.PA3751 (pp) 208964.PA5215",,,"0.964",,,,"0.966","0.088"
"20794","521.1859537338821","pp","208964.PA3751 (pp) 208964.PA3763","false","pp","208964.PA3751 (pp) 208964.PA3763","0.435",,"0.965","0.211",,"0.068","0.987","0.224"
"20795","240.5950170223187","pp","208964.PA3751 (pp) 208964.PA5415","false","pp","208964.PA3751 (pp) 208964.PA5415","0.142",,"0.964",,,"0.042","0.97","0.098"
"20796","199.29738938268758","pp","208964.PA3751 (pp) 208964.PA5420","false","pp","208964.PA3751 (pp) 208964.PA5420",,,"0.964",,,"0.077","0.966","0.07"
"20797","432.9125572521596","pp","208964.PA3751 (pp) 208964.PA5425","false","pp","208964.PA3751 (pp) 208964.PA5425","0.446","0.304","0.666",,,"0.074","0.907","0.338"
"20798","406.1298323605958","pp","208964.PA3751 (pp) 208964.PA5426","false","pp","208964.PA3751 (pp) 208964.PA5426","0.437","0.272","0.669",,,"0.112","0.894","0.255"
"20799","3616.0","pp","208964.PA1575 (pp) 208964.PA5334","false","pp","208964.PA1575 (pp) 208964.PA5334","0.079",,"0.642","0.411",,"0.066","0.82","0.162"
"20800","895.381364275079","pp","208964.PA0008 (pp) 208964.PA4560","false","pp","208964.PA0008 (pp) 208964.PA4560","0.54","0.291",,,,"0.378","0.799","0.124"
"20801","190.15132989723318","pp","208964.PA0008 (pp) 208964.PA0009","false","pp","208964.PA0008 (pp) 208964.PA0009","0.136","0.784","0.664","0.999",,"0.87","0.999","0.177"
"20802","790.7159735231444","pp","208964.PA0008 (pp) 208964.PA5560","false","pp","208964.PA0008 (pp) 208964.PA5560","0.718","0.156",,,,"0.081","0.77","0.072"
"20803","266.0381729801781","pp","208964.PA0008 (pp) 208964.PA0956","false","pp","208964.PA0008 (pp) 208964.PA0956","0.329","0.351",,,,"0.046","0.85","0.682"
"20804","1957.6912120915442","pp","208964.PA0008 (pp) 208964.PA5568","false","pp","208964.PA0008 (pp) 208964.PA5568","0.221","0.216",,,,"0.073","0.825","0.727"
"20805","93.97599983377503","pp","208964.PA0009 (pp) 208964.PA0956","false","pp","208964.PA0009 (pp) 208964.PA0956","0.361","0.351",,,,"0.066","0.862","0.685"
