"SUID","EdgeBetweenness","interaction","name","path length","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"13289","394.75333805","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_2468",,"false","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_2468","0.222","0.452",,"0.361",,,"0.078","0.828","0.422"
"13290","464.03933883","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_2498",,"false","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_2498","0.383","0.475",,"0.361",,,,"0.775",
"13291","302.65784876","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_1672",,"false","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_1672","0.185","0.395",,"0.361","0.048",,"0.545","0.931","0.591"
"13292","560.15510911","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_2496",,"false","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_2496","0.355","0.212",,"0.363",,,,"0.788","0.423"
"13293","332.92477084","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_1705",,"false","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_1705","0.14","0.534",,"0.361",,,"0.049","0.776","0.225"
"13294","330.03168797","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_1674",,"false","pp","1280.SAXN108_1671 (pp) 1280.SAXN108_1674","0.238","0.267",,"0.361","0.745",,"0.542","0.981","0.63"
"13295","1432.50463632","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0583",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0583","0.062",,"0.373",,,,"0.876","0.986","0.841"
"13296","1081.25504947","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0585",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0585","0.928",,,,,,"0.876","0.992","0.232"
"13297","698.82833864","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1347",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1347","0.057",,"0.936",,,,,"0.97","0.549"
"13298","5259.98023719","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1495",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1495","0.07",,,,"0.772",,"0.105","0.8","0.069"
"13299","1011.69581221","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1389",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1389","0.057",,"0.936",,,,,"0.947","0.194"
"13300","1408.26348691","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1388",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1388","0.056",,"0.936",,,,,"0.938","0.068"
"13301","360.13107466","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_2779",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_2779",,,"0.936",,,,,"0.944","0.161"
"13302","1466.82753456","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0584",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0584",,,,,,,"0.876","0.977","0.824"
"13303","5675.93170057","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_2358",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_2358","0.156",,"0.936",,,,,"0.946","0.085"
"13304","360.13107466","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_2780",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_2780",,,"0.936",,,,,"0.948","0.224"
"13305","885.77685571","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1345",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_1345",,"0.206","0.936",,,,"0.05","0.947",
"13306","964.30750084","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0586",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0586","0.485",,,,,,"0.876","0.944","0.199"
"13307","2202.8508839","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0587",,"false","pp","1280.SAXN108_0582 (pp) 1280.SAXN108_0587","0.513",,,,,,"0.699","0.847",
"13308","553.38570317","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1690",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1690","0.521","0.202",,,,,"0.093","0.882","0.701"
"13309","1546.98174854","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1238",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1238","0.262","0.632",,,,,"0.13","0.783","0.193"
"13310","576.33926133","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1191",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1191","0.635","0.178",,,,,"0.052","0.803","0.39"
"13311","1208.92846455","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0590",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0590","0.062",,,,,,"0.496","0.834","0.678"
"13312","976.15544753","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1789",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1789","0.636",,,"0.258",,,"0.13","0.835","0.382"
"13313","701.67144446","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0585",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0585","0.075",,,"0.119",,,"0.876","0.919","0.293"
"13314","1532.95215229","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0586",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0586",,,,,,,"0.876","0.897","0.207"
"13315","783.91078306","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0584",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_0584","0.06",,,,,,"0.876","0.977","0.82"
"13316","814.81874018","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1134",,"false","pp","1280.SAXN108_0583 (pp) 1280.SAXN108_1134","0.361","0.165",,,,,"0.061","0.775","0.604"
"13317","62.83458686","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2365",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2365","0.63",,,"0.995",,,"0.136","0.998","0.391"
"13318","16.70151885","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2473",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2473","0.762","0.452","0.759","0.996",,,,"0.999","0.607"
"13319","46.60178511","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2493",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2493","0.594","0.174",,"0.996",,,,"0.999","0.52"
"13320","30.19309712","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2490",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2490","0.599","0.372",,"0.996",,,,"0.999","0.4"
"13321","35.99460973","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2487",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2487","0.68","0.228",,"0.996",,,,"0.999","0.802"
"13322","28.72721061","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2485",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2485","0.584","0.25",,"0.996",,,,"0.999","0.598"
"13323","21.61815946","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2498",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2498","0.681","0.189","0.619","0.996",,,,"0.999","0.801"
"13324","32.1328789","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2492",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2492","0.443","0.38","0.674","0.996",,,,"0.999","0.676"
"13325","36.07420919","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2476",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2476","0.615","0.383",,"0.996",,,,"0.999","0.776"
"13326","29.99773498","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2481",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2481","0.679","0.595","0.667","0.996",,,,"0.999","0.459"
"13327","56.44844356","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2475","0.59","0.195",,"0.996",,,,"0.999","0.642"
"13328","1589.69715033","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1673",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1673",,,,,,,"0.87","0.975","0.822"
"13329","32.05456325","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2489",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2489","0.365","0.28",,"0.996",,,,"0.999","0.772"
"13330","22.07234375","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2491",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2491","0.392",,,"0.979",,,,"0.995","0.683"
"13331","47.50548468","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2484",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2484","0.389","0.183",,"0.996",,,,"0.998","0.103"
"13332","26.04466047","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2500","0.686",,,"0.996",,,,"0.999","0.553"
"13333","13.64683923","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2468",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2468","0.721","0.497","0.701","0.984",,,"0.136","0.999","0.832"
"13334","36.48909957","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2494",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2494","0.678","0.192","0.374","0.996",,,,"0.999","0.457"
"13335","56.17308579","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2496",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2496","0.678","0.435","0.515","0.996",,,,"0.999","0.783"
"13336","3.70226449","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1674",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1674","0.898","0.28","0.716","0.996",,,"0.87","0.999","0.867"
"13337","21.78469621","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2488",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2488","0.623",,"0.693","0.996",,,,"0.999","0.681"
"13338","19.50543374","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2482",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2482","0.405",,,"0.996",,,,"0.997","0.097"
"13339","42.79819817","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1706",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1706","0.712",,,"0.996",,,,"0.999","0.654"
"13340","35.6978882","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2495",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2495","0.285","0.267",,"0.996",,,,"0.999","0.826"
"13341","47.35704475","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1707",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1707","0.356",,,,,,,"0.828","0.745"
"13342","242.48635427","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1709",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1709","0.268",,"0.73","0.38",,,"0.129","0.878",
"13343","38.74658332","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1748",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1748","0.759","0.17",,"0.996",,,,"0.999","0.593"
"13344","83.35656259","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2992",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2992","0.518",,,"0.996",,,"0.081","0.999","0.565"
"13345","51.06053084","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1705",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_1705","0.73","0.226","0.467","0.996",,,,"0.999","0.789"
"13346","57.30940217","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2483",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2483","0.642",,,"0.996",,,,"0.999","0.54"
"13347","27.55755424","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2499",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2499","0.692","0.321","0.695","0.996",,,,"0.999","0.507"
"13348","16.33400675","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2497",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2497","0.467",,,"0.996",,,,"0.998","0.304"
"13349","169.72409327","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2477",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2477","0.687",,"0.566","0.996",,,,"0.999","0.676"
"13350","107.42843013","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2363",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2363","0.157","0.509",,"0.721",,,,"0.92","0.391"
"13351","23.09213656","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2467",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2467","0.765","0.376",,"0.996",,,"0.136","0.999","0.761"
"13352","58.21413871","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2486",,"false","pp","1280.SAXN108_1672 (pp) 1280.SAXN108_2486","0.393","0.189",,"0.996",,,,"0.999","0.632"
"13353","527.29862355","pp","1280.SAXN108_1670 (pp) 1280.SAXN108_2016",,"false","pp","1280.SAXN108_1670 (pp) 1280.SAXN108_2016",,,"0.936",,,,"0.281","0.974","0.481"
"13354","946.28226848","pp","1280.SAXN108_1670 (pp) 1280.SAXN108_1671",,"false","pp","1280.SAXN108_1670 (pp) 1280.SAXN108_1671",,,,,,,"0.866","0.888","0.199"
"13355","1323.77454006","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0599",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0599","0.613","0.223",,"0.579",,,"0.059","0.895","0.255"
"13356","463.77852622","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2486",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2486","0.681",,,"0.579",,,"0.042","0.921","0.462"
"13357","1599.53936977","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0673",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0673","0.37",,"0.187","0.558",,,"0.133","0.896","0.555"
"13358","912.31106645","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1191",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1191","0.395","0.396","0.187","0.558",,,"0.073","0.933","0.555"
"13359","551.78634149","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2497",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2497","0.661",,"0.979","0.579",,,,"0.997","0.127"
"13360","777.90427659","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1789",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1789","0.4","0.254","0.187","0.558",,,"0.052","0.93","0.629"
"13361","356.27647141","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1657",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1657","0.322","0.292",,"0.165",,,"0.075","0.827","0.608"
"13362","579.5979572","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2482",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2482","0.389",,"0.979","0.579",,,,"0.995","0.22"
"13363","2690.30983777","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2000",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2000",,,"0.993",,,,"0.054","0.994","0.231"
"13364","479.56958841","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0600",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0600","0.613","0.174",,"0.579",,,"0.052","0.893","0.293"
"13365","603.39278874","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1273",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1273","0.281","0.301",,"0.406",,,"0.121","0.833","0.463"
"13366","620.8291568","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2496",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2496","0.434","0.224","0.979","0.579",,,"0.061","0.996","0.29"
"13367","490.23050219","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2495",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2495","0.684",,,"0.579",,,"0.049","0.882","0.185"
"13368","573.57082714","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2499",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2499","0.396","0.303","0.979","0.579",,,"0.069","0.996","0.226"
"13369","803.16466012","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2483",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2483","0.375","0.202","0.146","0.579",,,"0.063","0.838","0.22"
"13370","1014.68799446","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1658",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1658","0.273",,,"0.162",,,"0.056","0.89","0.832"
"13371","1792.37615044","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0583",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0583","0.294","0.165",,,,,"0.281","0.888","0.768"
"13372","552.03166426","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2494",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2494","0.508","0.229","0.979","0.579",,,"0.057","0.996","0.191"
"13373","835.45723379","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1748",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1748","0.405","0.162",,"0.579",,,"0.095","0.879","0.463"
"13374","314.55995291","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1646",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1646","0.271","0.473",,"0.18",,,"0.14","0.884","0.638"
"13375","558.17508654","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2484",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2484","0.63",,"0.979","0.579",,,,"0.996","0.132"
"13376","943.88212985","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1690",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1690","0.286","0.178",,"0.304",,,,"0.881","0.743"
"13377","481.38152493","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2500","0.641",,"0.146","0.579",,,"0.052","0.889","0.234"
"13378","487.16582584","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2475","0.461",,"0.146","0.579",,,"0.072","0.853","0.311"
"13379","606.99960561","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2488",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2488","0.603","0.214","0.979","0.579",,,"0.056","0.997","0.155"
"13380","546.62588227","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2481",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2481","0.522","0.176","0.979","0.579",,,"0.06","0.996","0.198"
"13381","947.70423699","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0593",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0593","0.283",,"0.979","0.577",,,"0.06","0.995","0.297"
"13382","2309.46166769","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1998",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1998","0.233","0.153","0.993","0.361",,,"0.134","0.997","0.234"
"13383","583.47482486","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1277",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1277","0.531",,"0.153","0.579",,,"0.129","0.88","0.303"
"13384","2932.46538237","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1477",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1477","0.262",,"0.139","0.381",,,"0.059","0.778","0.494"
"13385","8592.46687448","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1699",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1699","0.064",,"0.505",,,,,"0.807","0.617"
"13386","570.47318877","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2489",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2489","0.682","0.204","0.979","0.579",,,"0.054","0.998","0.481"
"13387","603.14764732","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2498",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2498","0.593","0.281","0.979","0.579",,,"0.102","0.997","0.191"
"13388","465.08157061","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0592",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0592","0.445","0.211","0.979","0.578",,,"0.137","0.997","0.485"
"13389","495.52601358","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2485",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2485","0.647",,"0.979","0.579",,,"0.053","0.998","0.49"
"13390","465.59353401","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1353",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1353","0.659",,"0.146","0.579",,,,"0.887","0.191"
"13391","509.63176549","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2487",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2487","0.642","0.206","0.979","0.579",,,"0.059","0.998","0.451"
"13392","631.92873192","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0591",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0591","0.335","0.184","0.979","0.579",,,"0.139","0.997","0.449"
"13393","445.80343187","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2476",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2476","0.667","0.211",,"0.579",,,"0.09","0.923","0.358"
"13394","554.09955335","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2492",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2492","0.371","0.165","0.979","0.579",,,"0.059","0.995","0.185"
"13395","428.16205771","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2490",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2490","0.657","0.204","0.153","0.579",,,"0.058","0.908","0.192"
"13396","427.0331201","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2493",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2493","0.669",,"0.153","0.579",,,,"0.914","0.358"
"13397","728.65311796","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2480",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2480","0.159","0.227",,"0.369",,,"0.049","0.778","0.52"
"13398","3462.43939966","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0584",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0584",,,,,,,"0.281","0.82","0.76"
"13399","1509.1400234","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1134",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1134","0.39",,,"0.165",,,"0.101","0.779","0.576"
"13400","2932.46538237","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1476",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1476","0.262",,"0.139","0.381",,,"0.059","0.915","0.806"
"13401","602.04443593","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2491",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2491","0.683",,"0.979","0.579",,,,"0.997","0.155"
"13402","639.5796076","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1258",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1258","0.468",,"0.153","0.579",,,"0.112","0.856","0.281"
"13403","2688.97650443","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1999",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1999","0.24",,"0.993","0.767",,,"0.133","0.999","0.222"
"13404","538.55722875","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0601",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_0601","0.272","0.448",,"0.376",,,"0.06","0.808","0.313"
"13405","579.22453697","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2468",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_2468","0.423","0.461","0.979","0.579",,,"0.136","0.997","0.186"
"13406","2665.68698511","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1267",,"false","pp","1280.SAXN108_0581 (pp) 1280.SAXN108_1267","0.424",,"0.254","0.299",,,"0.14","0.786","0.303"
"13407","637.21623618","pp","1280.SAXN108_1668 (pp) 1280.SAXN108_1671",,"false","pp","1280.SAXN108_1668 (pp) 1280.SAXN108_1671","0.93",,,,,,"0.81","0.986","0.042"
"13408","2301.90173554","pp","1280.SAXN108_1668 (pp) 1280.SAXN108_1716",,"false","pp","1280.SAXN108_1668 (pp) 1280.SAXN108_1716","0.066","0.469",,,,,"0.127","0.839","0.672"
"13409","63.10709551","pp","1280.SAXN108_1668 (pp) 1280.SAXN108_1669",,"false","pp","1280.SAXN108_1668 (pp) 1280.SAXN108_1669","0.146","0.759",,"0.876",,,"0.802","0.999","0.948"
"13410","794.12342179","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1667",,"false","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1667","0.183","0.617","0.9",,"0.86",,"0.83","0.999","0.391"
"13411","1549.84115283","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1668",,"false","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1668","0.135",,,,,,"0.83","0.846",
"13412","1203.80235032","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1669",,"false","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1669",,,,"0.128",,,"0.763","0.784",
"13413","1767.7521525","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1779",,"false","pp","1280.SAXN108_1666 (pp) 1280.SAXN108_1779","0.197",,,,,,"0.129","0.811","0.753"
"13414","1209.99451699","pp","1280.SAXN108_1667 (pp) 1280.SAXN108_1668",,"false","pp","1280.SAXN108_1667 (pp) 1280.SAXN108_1668","0.069","0.231",,"0.359",,,"0.876","0.948","0.225"
"13415","3082.0","pp","1280.SAXN108_1667 (pp) 1280.SAXN108_1885",,"false","pp","1280.SAXN108_1667 (pp) 1280.SAXN108_1885",,,"0.9",,,,"0.136","0.955","0.528"
"13416","999.17705325","pp","1280.SAXN108_1667 (pp) 1280.SAXN108_1669",,"false","pp","1280.SAXN108_1667 (pp) 1280.SAXN108_1669","0.058",,,,,,"0.802","0.844","0.23"
"13417","1123.71107911","pp","1280.SAXN108_2752 (pp) 1280.SAXN108_2753",,"false","pp","1280.SAXN108_2752 (pp) 1280.SAXN108_2753",,"0.48",,,,,"0.658","0.967","0.831"
"13418","335.56408583","pp","1280.SAXN108_2752 (pp) 1280.SAXN108_2754",,"false","pp","1280.SAXN108_2752 (pp) 1280.SAXN108_2754",,"0.269",,,,,"0.629","0.811","0.359"
"13419","1095.31026768","pp","1280.SAXN108_1664 (pp) 1280.SAXN108_2920",,"false","pp","1280.SAXN108_1664 (pp) 1280.SAXN108_2920","0.147",,"0.873",,,,,"0.977","0.812"
