"SUID","EdgeBetweenness","interaction","name","path length","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"15816","194.72830674","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2992",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2992","0.268",,,"0.996",,,,"0.997","0.279"
"15817","171.65451404","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2483",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2483","0.935","0.235","0.979","0.996",,,"0.156","0.999","0.811"
"15818","73.01539024","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2488",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2488","0.848",,,"0.996",,,"0.156","0.999","0.56"
"15819","384.1575515","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0819",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0819",,,,"0.984",,,,"0.985","0.127"
"15820","72.93217637","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2499",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2499","0.894","0.211",,"0.996",,,"0.224","0.999","0.387"
"15821","276.87041029","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2474",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2474","0.808","0.242",,"0.361",,,"0.143","0.974","0.725"
"15822","87.79981659","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2496",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2496","0.943","0.734","0.146","0.996",,,"0.16","0.999","0.414"
"15823","266.65325564","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1272",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1272","0.599",,"0.277","0.459",,,"0.104","0.855","0.133"
"15824","159.84549766","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1748",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1748","0.908","0.5","0.979","0.996",,,"0.139","0.999","0.842"
"15825","106.9044644","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1705",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1705","0.429",,"0.153","0.996",,,,"0.998","0.423"
"15826","449.52245351","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1273",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1273","0.272","0.544","0.161","0.721",,,"0.097","0.938","0.292"
"15827","354.43785982","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0602",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0602","0.525","0.323",,"0.758",,,"0.446","0.972","0.467"
"15828","69.649823","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2490",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2490","0.846",,"0.979","0.996",,,"0.156","0.999","0.391"
"15829","82.09024211","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2494",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2494","0.809",,"0.153","0.996",,,"0.156","0.999","0.401"
"15830","185.49336594","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1573",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1573","0.328",,,"0.916",,,"0.091","0.952","0.186"
"15831","64.80930654","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2492",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2492","0.842","0.768","0.153","0.996",,,"0.156","0.999","0.363"
"15832","444.30314351","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2363",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2363","0.228","0.33","0.153","0.721",,,"0.05","0.908","0.358"
"15833","64.49306848","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2500","0.938",,"0.979","0.996",,,"0.253","0.999","0.391"
"15834","165.44094099","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1674",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1674","0.698",,"0.153","0.996",,,"0.048","0.999","0.671"
"15835","100.00514402","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2484",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2484","0.886",,,"0.996",,,"0.156","0.999","0.45"
"15836","78.82157298","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2482",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2482","0.845",,,"0.996",,,"0.136","0.999","0.252"
"15837","61.49537523","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2476",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2476","0.935","0.533","0.979","0.996",,,"0.148","0.999","0.696"
"15838","73.21124721","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2495",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2495","0.819","0.68","0.979","0.996",,,"0.156","0.999","0.477"
"15839","8328.53285713","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1661",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1661",,,,"0.68",,,"0.07","0.796","0.371"
"15840","243.01440189","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1123",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1123","0.603",,"0.153","0.979",,,,"0.994","0.381"
"15841","61.45824339","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1258",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1258","0.779","0.732","0.979","0.984",,,"0.13","0.999","0.726"
"15842","81.33906803","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2491",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2491","0.848",,,"0.979",,,"0.156","0.998","0.365"
"15843","494.83548325","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1600",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1600","0.321",,,"0.97",,,,"0.983","0.27"
"15844","125.32490663","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1611",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1611","0.176",,,"0.996",,,,"0.999","0.691"
"15845","1129.94745573","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0825",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0825",,,,,,,,"0.795","0.796"
"15846","474.72201904","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1610",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1610","0.189","0.575",,"0.721",,,,"0.913","0.203"
"15847","70.91185201","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2468",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2468","0.879","0.403","0.214","0.984",,,"0.14","0.999","0.558"
"15848","159.85122152","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0821",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0821","0.19","0.196","0.153","0.68",,,"0.054","0.836","0.208"
"15849","114.24987374","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1277",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1277","0.691","0.157","0.979","0.996",,,"0.049","0.999","0.559"
"15850","83.49541456","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2475","0.935","0.494","0.814","0.996",,,"0.147","0.999","0.723"
"15851","73.60442703","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2481",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2481","0.847","0.212",,"0.996",,,"0.156","0.999","0.537"
"15852","118.78580035","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2489",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2489","0.893","0.565",,"0.996",,,"0.156","0.999","0.489"
"15853","238.39545986","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2365",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2365","0.153",,,"0.995",,,,"0.997","0.392"
"15854","67.88491763","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1239",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1239","0.697","0.286","0.756","0.996",,,"0.066","0.999","0.769"
"15855","215.10285864","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2480",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2480","0.695","0.17",,"0.365",,,"0.156","0.88","0.255"
"15856","185.49336594","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1352",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1352","0.328",,,"0.916",,,"0.091","0.952","0.186"
"15857","339.47297483","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0601",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_0601","0.768","0.472","0.135","0.469",,,"0.562","0.986","0.549"
"15858","76.44358183","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2493",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2493","0.847","0.496","0.979","0.996",,,"0.156","0.999","0.652"
"15859","76.90451217","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2473",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2473","0.747","0.219","0.153","0.996",,,"0.14","0.999","0.63"
"15860","160.23528822","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1672",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1672","0.644","0.32",,"0.996",,,"0.049","0.999","0.536"
"15861","128.99015868","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2478",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2478","0.498","0.246","0.871","0.579",,,"0.147","0.983","0.223"
"15862","112.99257211","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2487",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2487","0.864","0.339",,"0.996",,,"0.156","0.999","0.334"
"15863","67.58016106","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1353",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_1353","0.763","0.239","0.979","0.983",,,"0.156","0.999","0.45"
"15864","74.44692105","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2485",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2485","0.85","0.443",,"0.996",,,"0.156","0.999","0.466"
"15865","79.42376488","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2498",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2498","0.918","0.179","0.979","0.996",,,"0.213","0.999","0.302"
"15866","2663.32606706","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2988",,"false","pp","1280.SAXN108_0599 (pp) 1280.SAXN108_2988","0.224",,,,,,,"0.811","0.767"
"15867","2.0","pp","1280.SAXN108_2779 (pp) 1280.SAXN108_2780",,"false","pp","1280.SAXN108_2779 (pp) 1280.SAXN108_2780","0.485","0.777","0.936",,"0.899",,"0.862","0.999","0.58"
"15868","1541.0","pp","1280.SAXN108_2779 (pp) 1280.SAXN108_2781",,"false","pp","1280.SAXN108_2779 (pp) 1280.SAXN108_2781",,,,,,,"0.842","0.842",
"15869","926.48886554","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1560",,"false","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1560","0.071",,"0.993",,,,"0.06","0.994","0.136"
"15870","40.74641672","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1761",,"false","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1761","0.071",,"0.936",,,,"0.125","0.949","0.138"
"15871","655.64879316","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1448",,"false","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1448","0.377","0.769","0.993","0.165","0.808",,"0.605","0.999","0.821"
"15872","1728.14589728","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_2358",,"false","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_2358","0.196",,"0.936",,,,"0.059","0.971","0.486"
"15873","323.67274579","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1689",,"false","pp","1280.SAXN108_1447 (pp) 1280.SAXN108_1689","0.106",,"0.993","0.119",,,"0.052","0.998","0.808"
"15874","216.12424961","pp","1280.SAXN108_1689 (pp) 1280.SAXN108_1761",,"false","pp","1280.SAXN108_1689 (pp) 1280.SAXN108_1761","0.066",,"0.9",,,,"0.14","0.925","0.182"
"15875","1285.42210182","pp","1280.SAXN108_1689 (pp) 1280.SAXN108_1690",,"false","pp","1280.SAXN108_1689 (pp) 1280.SAXN108_1690","0.303",,,,"0.151",,"0.866","0.967","0.642"
"15876","2283.99668393","pp","1280.SAXN108_1689 (pp) 1280.SAXN108_2358",,"false","pp","1280.SAXN108_1689 (pp) 1280.SAXN108_2358","0.109",,"0.9","0.151",,,"0.129","0.975","0.681"
"15877","287.09991976","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2490",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2490","0.764","0.19",,"0.361",,,"0.154","0.914","0.301"
"15878","362.65024523","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2492",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2492","0.868","0.48",,"0.367",,,"0.156","0.972","0.365"
"15879","296.99820126","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2476",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2476","0.447","0.449",,"0.361",,,"0.14","0.888","0.434"
"15880","296.52841324","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1258",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1258","0.315","0.58","0.088","0.361","0.122",,,"0.904","0.474"
"15881","454.61077228","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2475","0.535","0.66",,"0.361",,,"0.14","0.928","0.306"
"15882","1555.40875352","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1638",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1638",,"0.559",,"0.876",,,,"0.962","0.362"
"15883","360.60831912","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2481",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2481","0.747","0.153",,"0.38",,,"0.137","0.917","0.391"
"15884","329.69363551","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2478",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2478","0.401","0.349",,,,,"0.138","0.772","0.402"
"15885","451.0544524","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2487",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2487","0.773","0.384",,"0.361",,,"0.15","0.937","0.305"
"15886","486.79679063","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2489",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2489","0.657","0.588",,"0.361",,,"0.155","0.943","0.376"
"15887","326.27849557","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2473",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2473","0.437","0.198",,"0.383",,,"0.136","0.783","0.238"
"15888","317.03043944","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2485",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2485","0.754","0.166",,"0.361",,,"0.14","0.917","0.382"
"15889","420.30777205","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2498",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2498","0.754","0.216",,"0.361",,,"0.156","0.912","0.292"
"15890","326.06656007","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2491",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2491","0.913",,,"0.361",,,"0.139","0.961","0.292"
"15891","7045.85596131","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1287",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1287","0.053",,,,,,,"0.803","0.801"
"15892","696.87560782","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2480",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2480","0.671","0.47",,"0.119",,,"0.14","0.89","0.299"
"15893","323.01543314","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1209",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1209","0.155",,"0.979","0.876",,,"0.131","0.999","0.618"
"15894","808.75678035","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_0601",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_0601","0.521","0.257","0.254","0.133",,,"0.419","0.927","0.558"
"15895","961.16478719","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2308",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2308","0.324",,"0.757","0.558",,,,"0.932","0.18"
"15896","594.88156725","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1270",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1270","0.311","0.536",,"0.85",,,"0.116","0.953","0.069"
"15897","391.288241","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2493",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2493","0.831","0.727",,"0.361",,,"0.156","0.982","0.388"
"15898","522.17950604","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2486",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2486","0.848","0.526",,"0.361",,,"0.14","0.967","0.298"
"15899","403.56496283","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1242",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1242","0.111","0.495",,"0.361",,,,"0.784","0.339"
"15900","395.04675082","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2499",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2499","0.716","0.186",,"0.361",,,"0.156","0.898","0.311"
"15901","539.68958177","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2736",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2736","0.071",,"0.911","0.558",,,,"0.965","0.166"
"15902","1134.59011853","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1273",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1273","0.461","0.391",,"0.134",,,"0.05","0.805","0.391"
"15903","613.12444575","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_0599",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_0599","0.391","0.536",,"0.361",,,"0.529","0.972","0.725"
"15904","588.77775539","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2483",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2483","0.83","0.602",,"0.361",,,"0.14","0.972","0.379"
"15905","513.39008984","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1748",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1748","0.587","0.535",,"0.368",,,"0.136","0.956","0.647"
"15906","764.79170797","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1583",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1583","0.065","0.582",,"0.876",,,"0.06","0.986","0.75"
"15907","1034.9872541","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1497",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1497","0.685","0.303",,"0.381",,,,"0.907","0.399"
"15908","369.50164174","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_0600",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_0600","0.51","0.609",,"0.361",,,"0.476","0.955","0.414"
"15909","363.28103635","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2488",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2488","0.666",,,"0.361",,,"0.14","0.839","0.227"
"15910","387.18693352","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2494",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2494","0.919","0.232",,"0.379",,,"0.156","0.969","0.225"
"15911","428.1013487","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2484",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2484","0.695",,,"0.361",,,"0.136","0.839","0.16"
"15912","5935.21765894","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1478",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1478","0.173",,"0.689","0.558",,,,"0.922","0.4"
"15913","284.38975329","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2500","0.54","0.416",,"0.361",,,"0.156","0.894","0.385"
"15914","534.04470155","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2474",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2474","0.668","0.721","0.979","0.876",,,"0.14","0.999","0.937"
"15915","321.13466527","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2495",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2495","0.763","0.415",,"0.361",,,"0.156","0.937","0.293"
"15916","4634.85262458","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1376",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1376","0.069",,,,,,,"0.913","0.911"
"15917","5538.81142923","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1716",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_1716","0.068","0.262","0.226","0.19",,,"0.073","0.833","0.662"
"15918","479.04411206","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2496",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2496","0.828","0.491",,"0.383",,,"0.156","0.966","0.388"
"15919","2336.16913014","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2121",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2121","0.065","0.162",,"0.558",,,,"0.773","0.424"
"15920","5149.33981836","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2309",,"false","pp","1280.SAXN108_0597 (pp) 1280.SAXN108_2309",,,,"0.714",,,,"0.792","0.305"
"15921","351.59928737","pp","1280.SAXN108_1444 (pp) 1280.SAXN108_1445",,"false","pp","1280.SAXN108_1444 (pp) 1280.SAXN108_1445","0.99","0.763",,"0.165","0.9",,"0.876","0.999","0.938"
"15922","1630.37093375","pp","1280.SAXN108_1444 (pp) 1280.SAXN108_2933",,"false","pp","1280.SAXN108_1444 (pp) 1280.SAXN108_2933",,"0.763",,"0.165","0.899",,"0.09","0.984","0.292"
"15923","2029.57870975","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1204",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1204","0.816",,,,,,"0.745","0.951",
"15924","817.09548231","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1499",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1499","0.071",,"0.9",,,,"0.136","0.94","0.342"
"15925","1202.65581459","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_2372",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_2372","0.108",,,,,,"0.13","0.831","0.801"
"15926","444.57720809","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1260",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1260","0.182",,"0.993",,,,"0.115","0.996","0.423"
"15927","78.02426445","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1203",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1203","0.999","0.384","0.993",,"0.779",,"0.876","0.999","0.938"
"15928","805.95554629","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1639",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_1639","0.141",,"0.936",,,,"0.097","0.965","0.39"
"15929","312.1495083","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_2357",,"false","pp","1280.SAXN108_1202 (pp) 1280.SAXN108_2357","0.149",,"0.936",,,,"0.049","0.984","0.73"
"15930","82.63784559","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_1277",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_1277","0.582",,"0.277","0.459",,,"0.104","0.843","0.096"
"15931","255.54395399","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_0599",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_0599","0.599",,"0.277","0.459",,,"0.604","0.936","0.133"
"15932","100.17715365","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2475",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2475","0.544",,"0.272","0.459",,,"0.081","0.824","0.099"
"15933","51.58179811","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2497",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2497","0.617",,"0.277","0.459",,,"0.105","0.848","0.043"
"15934","82.65427935","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2481",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2481","0.512",,"0.277","0.459",,,"0.06","0.807","0.094"
"15935","69.22029329","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2476",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2476","0.607",,"0.277","0.459",,,"0.079","0.844","0.069"
"15936","87.24781642","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_1258",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_1258","0.594",,"0.277","0.459",,,"0.103","0.868","0.222"
"15937","59.97660206","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2490",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2490","0.615",,"0.277","0.459",,,"0.095","0.849","0.069"
"15938","103.97643341","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2486",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2486","0.606",,"0.277","0.459",,,"0.075","0.852","0.123"
"15939","51.67424627","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2500",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2500","0.596",,"0.277","0.459",,,"0.105","0.951","0.708"
"15940","56.50811395","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2491",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2491","0.603",,"0.277","0.459",,,"0.097","0.849","0.093"
"15941","72.36010061","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2499",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2499","0.54",,"0.277","0.459",,,"0.105","0.836","0.14"
"15942","72.98761337","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2489",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2489","0.604",,"0.277","0.459",,,"0.095","0.844","0.064"
"15943","83.20805381","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2492",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2492","0.389",,"0.276","0.459",,,"0.097","0.778","0.132"
"15944","80.79686825","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2483",,"false","pp","1280.SAXN108_0598 (pp) 1280.SAXN108_2483","0.591",,"0.277","0.459",,,"0.068","0.861","0.217"
