"SUID","400667.A1S_3095","EdgeBetweenness","interaction","name","pp","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"1621","","1204.67146563","pp","272620.KPN_00605 (pp) 272620.KPN_01090","","false","pp","272620.KPN_00605 (pp) 272620.KPN_01090",,,"0.847","0.189",,"0.074","0.91","0.307"
"1622","","2525.79379726","pp","272620.KPN_00605 (pp) 272620.KPN_01089","","false","pp","272620.KPN_00605 (pp) 272620.KPN_01089","0.175",,"0.735",,,,"0.828","0.277"
"1623","","203.02953191","pp","272620.KPN_00604 (pp) 272620.KPN_00612","","false","pp","272620.KPN_00604 (pp) 272620.KPN_00612",,"0.728",,,,,"0.801","0.299"
"1624","","1937.9818455","pp","272620.KPN_00604 (pp) 272620.KPN_00605","","false","pp","272620.KPN_00604 (pp) 272620.KPN_00605",,"0.746","0.532","0.859",,"0.831","0.997","0.099"
"1625","","102.08499672","pp","272620.KPN_00603 (pp) 272620.KPN_00614","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00614","0.431","0.723",,,,"0.228","0.895","0.238"
"1626","","213.69817414","pp","272620.KPN_00603 (pp) 272620.KPN_00613","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00613","0.728","0.531",,,,"0.208","0.918","0.281"
"1627","","66.20411309","pp","272620.KPN_00603 (pp) 272620.KPN_00612","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00612","0.701","0.708",,,,"0.184","0.938","0.238"
"1628","","775.44009486","pp","272620.KPN_00603 (pp) 272620.KPN_00611","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00611","0.778","0.668",,,,"0.187","0.956","0.351"
"1629","","8.0","pp","272620.KPN_00603 (pp) 272620.KPN_00610","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00610","0.678","0.773",,,,"0.098","0.98","0.734"
"1630","","1081.56124378","pp","272620.KPN_00603 (pp) 272620.KPN_00605","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00605","0.667","0.759","0.441",,,"0.741","0.994","0.563"
"1631","","54.98862259","pp","272620.KPN_00603 (pp) 272620.KPN_00604","","false","pp","272620.KPN_00603 (pp) 272620.KPN_00604",,"0.536",,,,"0.753","0.88",
"1632","","317.39253587","pp","272620.KPN_02812 (pp) 272620.KPN_04308","","false","pp","272620.KPN_02812 (pp) 272620.KPN_04308","0.176","0.581",,,,"0.483","0.959","0.797"
"1633","","708.1401505","pp","272620.KPN_02812 (pp) 272620.KPN_04269","","false","pp","272620.KPN_02812 (pp) 272620.KPN_04269","0.272","0.223","0.368",,,"0.483","0.827","0.21"
"1634","","299.05417895","pp","272620.KPN_02812 (pp) 272620.KPN_03799","","false","pp","272620.KPN_02812 (pp) 272620.KPN_03799","0.097",,"0.9",,,"0.055","0.956","0.547"
"1635","","1835.83868691","pp","272620.KPN_00634 (pp) 272620.KPN_00644","","false","pp","272620.KPN_00634 (pp) 272620.KPN_00644","0.174","0.778","0.9",,,"0.617","0.997","0.675"
"1636","","349.77443269","pp","272620.KPN_00634 (pp) 272620.KPN_00643","","false","pp","272620.KPN_00634 (pp) 272620.KPN_00643","0.175","0.783","0.171",,,"0.617","0.977","0.664"
"1637","","2194.0","pp","272620.KPN_00633 (pp) 272620.KPN_02821","","false","pp","272620.KPN_00633 (pp) 272620.KPN_02821","0.375",,,,,,"0.822","0.727"
"1638","","85.77203848","pp","272620.KPN_02810 (pp) 272620.KPN_04388","","false","pp","272620.KPN_02810 (pp) 272620.KPN_04388","0.956","0.239","0.626","0.517",,"0.279","0.997","0.422"
"1639","","295.21309188","pp","272620.KPN_02810 (pp) 272620.KPN_04387","","false","pp","272620.KPN_02810 (pp) 272620.KPN_04387","0.192","0.31","0.925","0.42",,"0.232","0.994","0.72"
"1640","","468.53498453","pp","272620.KPN_02810 (pp) 272620.KPN_04576","","false","pp","272620.KPN_02810 (pp) 272620.KPN_04576","0.145","0.202","0.626","0.275",,"0.378","0.937","0.559"
"1641","","475.17733125","pp","272620.KPN_02810 (pp) 272620.KPN_02833","","false","pp","272620.KPN_02810 (pp) 272620.KPN_02833","0.769","0.198",,,,"0.246","0.89","0.308"
"1642","","549.62382049","pp","272620.KPN_02810 (pp) 272620.KPN_04249","","false","pp","272620.KPN_02810 (pp) 272620.KPN_04249","0.136","0.157","0.664",,,"0.091","0.814","0.292"
"1643","","75.38600177","pp","272620.KPN_02810 (pp) 272620.KPN_02825","","false","pp","272620.KPN_02810 (pp) 272620.KPN_02825","0.836",,,"0.42",,"0.4","0.948","0.197"
"1644","","64.88343689","pp","272620.KPN_02810 (pp) 272620.KPN_02882","","false","pp","272620.KPN_02810 (pp) 272620.KPN_02882","0.864",,"0.669","0.418",,"0.405","0.994","0.671"
"1645","","984.16485505","pp","272620.KPN_02810 (pp) 272620.KPN_02876","","false","pp","272620.KPN_02810 (pp) 272620.KPN_02876","0.814",,,"0.178",,"0.14","0.899","0.324"
"1646","","1031.29587597","pp","272620.KPN_02810 (pp) 272620.KPN_04231","","false","pp","272620.KPN_02810 (pp) 272620.KPN_04231",,,,,,"0.075","0.809","0.802"
"1647","","85.89717781","pp","272620.KPN_02810 (pp) 272620.KPN_02824","","false","pp","272620.KPN_02810 (pp) 272620.KPN_02824","0.746","0.459","0.669",,,"0.617","0.997","0.835"
"1648","","2.0","pp","272620.KPN_01722 (pp) 272620.KPN_01723","","false","pp","272620.KPN_01722 (pp) 272620.KPN_01723","0.176","0.734","0.873",,,"0.308","0.979","0.094"
"1649","","2.0","pp","272620.KPN_01721 (pp) 272620.KPN_01723","","false","pp","272620.KPN_01721 (pp) 272620.KPN_01723","0.172","0.502",,,,"0.617","0.828",
"1650","","2.0","pp","272620.KPN_01721 (pp) 272620.KPN_01722","","false","pp","272620.KPN_01721 (pp) 272620.KPN_01722","0.406","0.732","0.873",,,"0.26","0.983",
"1651","","2.0","pp","272620.KPN_00632 (pp) 272620.KPN_00633","","false","pp","272620.KPN_00632 (pp) 272620.KPN_00633","0.329","0.772",,,,"0.857","0.979","0.173"
"1652","","2194.0","pp","272620.KPN_00632 (pp) 272620.KPN_02821","","false","pp","272620.KPN_00632 (pp) 272620.KPN_02821","0.196",,"0.952",,,"0.077","0.967","0.173"
"1653","","5.73333333","pp","272620.KPN_00639 (pp) 272620.KPN_04625","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04625",,"0.501","0.875",,,,"0.935",
"1654","","6.28888889","pp","272620.KPN_00639 (pp) 272620.KPN_04624","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04624",,"0.518","0.875",,,,"0.937",
"1655","","12.67435897","pp","272620.KPN_00639 (pp) 272620.KPN_04622","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04622",,"0.404","0.659",,,,"0.788",
"1656","","18.94529915","pp","272620.KPN_00639 (pp) 272620.KPN_04487","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04487",,"0.555","0.666",,,,"0.845",
"1657","","6.52222222","pp","272620.KPN_00639 (pp) 272620.KPN_01732","","false","pp","272620.KPN_00639 (pp) 272620.KPN_01732",,"0.598","0.649",,,,"0.853",
"1658","","10.4","pp","272620.KPN_00639 (pp) 272620.KPN_00641","","false","pp","272620.KPN_00639 (pp) 272620.KPN_00641",,"0.719","0.873",,,"0.845","0.994",
"1659","","9.06666667","pp","272620.KPN_00639 (pp) 272620.KPN_00640","","false","pp","272620.KPN_00639 (pp) 272620.KPN_00640",,"0.77","0.873",,,"0.845","0.995",
"1660","","910.01267361","pp","272620.KPN_00639 (pp) 272620.KPN_04156","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04156",,"0.753","0.667",,,,"0.914",
"1661","","994.93967014","pp","272620.KPN_00639 (pp) 272620.KPN_04155","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04155",,"0.541","0.661",,,,"0.838",
"1662","","7.68888889","pp","272620.KPN_00639 (pp) 272620.KPN_04154","","false","pp","272620.KPN_00639 (pp) 272620.KPN_04154",,"0.763","0.238",,,,"0.812",
"1663","","11.15238095","pp","272620.KPN_00638 (pp) 272620.KPN_04487","","false","pp","272620.KPN_00638 (pp) 272620.KPN_04487",,"0.569","0.667",,,"0.044","0.851",
"1664","","983.76492302","pp","272620.KPN_00638 (pp) 272620.KPN_04156","","false","pp","272620.KPN_00638 (pp) 272620.KPN_04156",,"0.754","0.67",,,"0.044","0.916",
"1665","","1184.61676197","pp","272620.KPN_00638 (pp) 272620.KPN_04155","","false","pp","272620.KPN_00638 (pp) 272620.KPN_04155",,"0.491","0.763",,,"0.048","0.875",
"1666","","7.36007326","pp","272620.KPN_00638 (pp) 272620.KPN_04154","","false","pp","272620.KPN_00638 (pp) 272620.KPN_04154",,"0.769","0.237",,,,"0.816",
"1667","","4.18571429","pp","272620.KPN_00638 (pp) 272620.KPN_00641","","false","pp","272620.KPN_00638 (pp) 272620.KPN_00641",,"0.699","0.873",,,"0.845","0.996","0.351"
"1668","","6.84102564","pp","272620.KPN_00638 (pp) 272620.KPN_00639","","false","pp","272620.KPN_00638 (pp) 272620.KPN_00639",,"0.549","0.67",,,"0.845","0.975",
"1669","","3.18571429","pp","272620.KPN_00638 (pp) 272620.KPN_00640","","false","pp","272620.KPN_00638 (pp) 272620.KPN_00640",,"0.771","0.873",,,"0.845","0.995",
"1670","","7.05","pp","272620.KPN_00873 (pp) 272620.KPN_03461","","false","pp","272620.KPN_00873 (pp) 272620.KPN_03461","0.173",,"0.873",,,"0.076","0.96","0.639"
"1671","","2129.95756601","pp","272620.KPN_00870 (pp) 272620.KPN_03866","","false","pp","272620.KPN_00870 (pp) 272620.KPN_03866",,,"0.873",,,"0.051","0.929","0.46"
"1672","","536.81173097","pp","272620.KPN_00870 (pp) 272620.KPN_01190","","false","pp","272620.KPN_00870 (pp) 272620.KPN_01190",,,"0.541",,,,"0.819","0.622"
"1673","","506.87901834","pp","272620.KPN_00870 (pp) 272620.KPN_03380","","false","pp","272620.KPN_00870 (pp) 272620.KPN_03380",,"0.163","0.873",,,,"0.896","0.102"
"1674","","1002.41320166","pp","272620.KPN_02808 (pp) 272620.KPN_02833","","false","pp","272620.KPN_02808 (pp) 272620.KPN_02833","0.803",,,,,,"0.804","0.047"
"1675","","224.83902781","pp","272620.KPN_02808 (pp) 272620.KPN_04366","","false","pp","272620.KPN_02808 (pp) 272620.KPN_04366","0.803",,,,,,"0.829","0.166"
"1676","","649.00380049","pp","272620.KPN_02808 (pp) 272620.KPN_04365","","false","pp","272620.KPN_02808 (pp) 272620.KPN_04365","0.803",,,"0.127",,,"0.821",
"1677","","147.79805731","pp","272620.KPN_02808 (pp) 272620.KPN_04363","","false","pp","272620.KPN_02808 (pp) 272620.KPN_04363","0.659",,"0.4","0.082",,,"0.796",
"1678","","235.90205621","pp","272620.KPN_02808 (pp) 272620.KPN_03589","","false","pp","272620.KPN_02808 (pp) 272620.KPN_03589","0.823","0.156",,"0.286",,,"0.885","0.047"
"1679","","607.72974845","pp","272620.KPN_02805 (pp) 272620.KPN_04659","","false","pp","272620.KPN_02805 (pp) 272620.KPN_04659","0.179",,"0.873",,,"0.12","0.913","0.164"
"1680","","201.61237795","pp","272620.KPN_02805 (pp) 272620.KPN_02812","","false","pp","272620.KPN_02805 (pp) 272620.KPN_02812","0.175","0.194","0.214",,,"0.075","0.898","0.822"
"1681","","397.87651016","pp","272620.KPN_02805 (pp) 272620.KPN_03501","","false","pp","272620.KPN_02805 (pp) 272620.KPN_03501",,,"0.918",,,,"0.923","0.097"
"1682","","641.72658502","pp","272620.KPN_02805 (pp) 272620.KPN_04657","","false","pp","272620.KPN_02805 (pp) 272620.KPN_04657",,"0.152","0.803",,,"0.084","0.834",
"1683","","198.86447108","pp","272620.KPN_02805 (pp) 272620.KPN_03252","","false","pp","272620.KPN_02805 (pp) 272620.KPN_03252","0.156","0.162",,,,,"0.806","0.748"
"1684","","288.01457027","pp","272620.KPN_02805 (pp) 272620.KPN_04308","","false","pp","272620.KPN_02805 (pp) 272620.KPN_04308",,"0.163","0.9",,,"0.093","0.998","0.972"
"1685","","2306.13115897","pp","272620.KPN_00627 (pp) 272620.KPN_00644","","false","pp","272620.KPN_00627 (pp) 272620.KPN_00644","0.217","0.676","0.669",,,"0.411","0.981","0.667"
"1686","","472.82844026","pp","272620.KPN_00627 (pp) 272620.KPN_00643","","false","pp","272620.KPN_00627 (pp) 272620.KPN_00643","0.244","0.722",,"0.186",,"0.617","0.977","0.707"
"1687","","10.3868804","pp","272620.KPN_00627 (pp) 272620.KPN_00634","","false","pp","272620.KPN_00627 (pp) 272620.KPN_00634","0.181","0.765","0.965",,,"0.617","0.999","0.656"
"1688","","265.74567528","pp","272620.KPN_01958 (pp) 272620.KPN_03106","","false","pp","272620.KPN_01958 (pp) 272620.KPN_03106",,,"0.873",,,"0.075","0.878",
"1689","","59.42729292","pp","272620.KPN_01958 (pp) 272620.KPN_04607","","false","pp","272620.KPN_01958 (pp) 272620.KPN_04607",,,"0.873","0.197",,"0.146","0.909","0.083"
"1690","","1376.06415884","pp","272620.KPN_01958 (pp) 272620.KPN_04576","","false","pp","272620.KPN_01958 (pp) 272620.KPN_04576","0.125",,"0.639",,,"0.081","0.854","0.555"
"1691","","460.9985841","pp","272620.KPN_01958 (pp) 272620.KPN_04388","","false","pp","272620.KPN_01958 (pp) 272620.KPN_04388","0.076",,"0.639","0.117",,"0.049","0.823","0.466"
"1692","","149.99070427","pp","272620.KPN_01958 (pp) 272620.KPN_04327","","false","pp","272620.KPN_01958 (pp) 272620.KPN_04327","0.316","0.166","0.658",,,"0.068","0.817","0.151"
"1693","","186.40953793","pp","272620.KPN_01958 (pp) 272620.KPN_02554","","false","pp","272620.KPN_01958 (pp) 272620.KPN_02554",,,"0.644",,,"0.358","0.829","0.312"
"1694","","119.7349317","pp","272620.KPN_01958 (pp) 272620.KPN_04840","","false","pp","272620.KPN_01958 (pp) 272620.KPN_04840",,,"0.9",,,"0.081","0.948","0.483"
"1695","","704.30811035","pp","272620.KPN_00626 (pp) 272620.KPN_00627","","false","pp","272620.KPN_00626 (pp) 272620.KPN_00627","0.159","0.692","0.873",,,"0.731","0.992","0.236"
"1696","","654.82805454","pp","272620.KPN_02834 (pp) 272620.KPN_04607","","false","pp","272620.KPN_02834 (pp) 272620.KPN_04607",,,"0.873",,,,"0.875","0.059"
"1697","","1227.95776301","pp","272620.KPN_02834 (pp) 272620.KPN_03907","","false","pp","272620.KPN_02834 (pp) 272620.KPN_03907",,,"0.868",,,"0.052","0.87",
"1698","","511.45104893","pp","272620.KPN_02834 (pp) 272620.KPN_04576","","false","pp","272620.KPN_02834 (pp) 272620.KPN_04576","0.193","0.339","0.873",,,"0.073","0.98","0.726"
"1699","","1042.40514645","pp","272620.KPN_02834 (pp) 272620.KPN_04245","","false","pp","272620.KPN_02834 (pp) 272620.KPN_04245",,,"0.873",,,,"0.902","0.26"
"1700","","1651.75752728","pp","272620.KPN_02834 (pp) 272620.KPN_04395","","false","pp","272620.KPN_02834 (pp) 272620.KPN_04395",,,"0.873",,,"0.051","0.874",
"1701","","172.15806818","pp","272620.KPN_02834 (pp) 272620.KPN_04388","","false","pp","272620.KPN_02834 (pp) 272620.KPN_04388","0.302","0.224","0.873","0.124",,"0.073","0.975","0.639"
"1702","","1253.38806581","pp","272620.KPN_02834 (pp) 272620.KPN_03124","","false","pp","272620.KPN_02834 (pp) 272620.KPN_03124","0.393",,"0.242","0.22",,"0.08","0.801","0.49"
"1703","","407.17140392","pp","272620.KPN_02834 (pp) 272620.KPN_03106","","false","pp","272620.KPN_02834 (pp) 272620.KPN_03106","0.174",,"0.873",,,"0.059","0.893",
"1704","","644.08991133","pp","272620.KPN_02834 (pp) 272620.KPN_03746","","false","pp","272620.KPN_02834 (pp) 272620.KPN_03746",,"0.218","0.873",,,,"0.896",
"1705","","235.84570601","pp","272620.KPN_02834 (pp) 272620.KPN_03996","","false","pp","272620.KPN_02834 (pp) 272620.KPN_03996",,,"0.653",,,"0.06","0.797","0.428"
"1706","","217.42276269","pp","272620.KPN_02834 (pp) 272620.KPN_03388","","false","pp","272620.KPN_02834 (pp) 272620.KPN_03388","0.074","0.312","0.873","0.222",,"0.118","0.938","0.087"
"1707","","182.91864632","pp","272620.KPN_02834 (pp) 272620.KPN_02882","","false","pp","272620.KPN_02834 (pp) 272620.KPN_02882","0.287","0.219",,"0.115",,"0.076","0.804","0.636"
"1708","","447.68823461","pp","272620.KPN_00415 (pp) 272620.KPN_04340","","false","pp","272620.KPN_00415 (pp) 272620.KPN_04340",,"0.365","0.652",,,"0.048","0.8","0.16"
"1709","","1748.31176539","pp","272620.KPN_00415 (pp) 272620.KPN_02723","","false","pp","272620.KPN_00415 (pp) 272620.KPN_02723",,"0.293","0.652",,,"0.048","0.777","0.16"
"1710","","1857.23293421","pp","272620.KPN_02835 (pp) 272620.KPN_03320","","false","pp","272620.KPN_02835 (pp) 272620.KPN_03320","0.274","0.232",,,,"0.08","0.911","0.847"
"1711","","2.0","pp","272620.KPN_00655 (pp) 272620.KPN_02607","","false","pp","272620.KPN_00655 (pp) 272620.KPN_02607",,,"0.873",,,,"0.928","0.454"
"1712","","2194.0","pp","272620.KPN_00655 (pp) 272620.KPN_03843","","false","pp","272620.KPN_00655 (pp) 272620.KPN_03843",,"0.181","0.873","0.189",,,"0.96","0.585"
"1713","","2514.6319742","pp","272620.KPN_00413 (pp) 272620.KPN_04177","","false","pp","272620.KPN_00413 (pp) 272620.KPN_04177","0.169",,"0.541","0.512",,"0.073","0.831","0.173"
"1714","","4616.39734469","pp","272620.KPN_00413 (pp) 272620.KPN_03624","","false","pp","272620.KPN_00413 (pp) 272620.KPN_03624",,"0.228","0.7",,,"0.101","0.829","0.276"
"1715","","564.80717837","pp","272620.KPN_01743 (pp) 272620.KPN_02762","","false","pp","272620.KPN_01743 (pp) 272620.KPN_02762",,"0.295","0.873",,,,"0.907",
"1716","","746.87499162","pp","272620.KPN_01743 (pp) 272620.KPN_02599","","false","pp","272620.KPN_01743 (pp) 272620.KPN_02599",,"0.415","0.873",,,,"0.923",
"1717","","199.56114733","pp","272620.KPN_01743 (pp) 272620.KPN_02598","","false","pp","272620.KPN_01743 (pp) 272620.KPN_02598",,"0.707","0.873",,,"0.156","0.966",
"1718","","156.64653181","pp","272620.KPN_01985 (pp) 272620.KPN_04217","","false","pp","272620.KPN_01985 (pp) 272620.KPN_04217","0.099",,"0.612","0.328",,"0.062","0.785","0.174"
"1719","","1037.12323296","pp","272620.KPN_01985 (pp) 272620.KPN_02554","","false","pp","272620.KPN_01985 (pp) 272620.KPN_02554",,,"0.874",,,,"0.874",
"1720","","156.64653181","pp","272620.KPN_01985 (pp) 272620.KPN_01994","","false","pp","272620.KPN_01985 (pp) 272620.KPN_01994","0.099",,"0.612","0.328",,"0.062","0.785","0.174"
"1721","","843.60624307","pp","272620.KPN_02833 (pp) 272620.KPN_04657","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04657","0.248","0.246","0.71",,,"0.067","0.894","0.415"
"1722","","5527.94739862","pp","272620.KPN_02833 (pp) 272620.KPN_04492","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04492","0.146",,"0.873",,,,"0.887",
"1723","","520.03976373","pp","272620.KPN_02833 (pp) 272620.KPN_04388","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04388","0.598","0.37","0.368",,,"0.335","0.916","0.334"
"1724","","2252.74171867","pp","272620.KPN_02833 (pp) 272620.KPN_04387","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04387","0.718","0.651",,,,"0.089","0.927","0.277"
"1725","","3042.53698695","pp","272620.KPN_02833 (pp) 272620.KPN_04365","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04365","0.738",,,,,,"0.887","0.585"
"1726","","1373.39143005","pp","272620.KPN_02833 (pp) 272620.KPN_03705","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03705","0.184",,"0.733",,,"0.046","0.774",
"1727","","1188.08770367","pp","272620.KPN_02833 (pp) 272620.KPN_03698","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03698","0.295",,"0.669",,,"0.061","0.775","0.095"
"1728","","2212.46711194","pp","272620.KPN_02833 (pp) 272620.KPN_03682","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03682",,,,,,,"0.96","0.96"
"1729","","1177.39746742","pp","272620.KPN_02833 (pp) 272620.KPN_04137","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04137","0.443","0.151",,"0.166",,"0.052","0.889","0.749"
"1730","","385.98652158","pp","272620.KPN_02833 (pp) 272620.KPN_03996","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03996","0.286","0.164","0.873",,,"0.085","0.98","0.755"
"1731","","1566.4108371","pp","272620.KPN_02833 (pp) 272620.KPN_03984","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03984","0.299",,"0.642",,,"0.066","0.798","0.241"
"1732","","336.03624309","pp","272620.KPN_02833 (pp) 272620.KPN_03388","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03388","0.174","0.559","0.873",,,"0.117","0.956","0.095"
"1733","","1015.01303677","pp","272620.KPN_02833 (pp) 272620.KPN_04576","","false","pp","272620.KPN_02833 (pp) 272620.KPN_04576","0.452","0.534",,"0.125",,"0.378","0.862","0.16"
"1734","","362.54315403","pp","272620.KPN_02833 (pp) 272620.KPN_02882","","false","pp","272620.KPN_02833 (pp) 272620.KPN_02882","0.819","0.341",,,,"0.084","0.926","0.406"
"1735","","351.37421438","pp","272620.KPN_02833 (pp) 272620.KPN_03124","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03124","0.848",,"0.399","0.379",,"0.114","0.957","0.284"
"1736","","596.49526011","pp","272620.KPN_02833 (pp) 272620.KPN_02834","","false","pp","272620.KPN_02833 (pp) 272620.KPN_02834","0.91","0.629","0.873","0.312",,"0.638","0.999","0.91"
"1737","","1420.46354899","pp","272620.KPN_02833 (pp) 272620.KPN_03106","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03106",,,"0.873",,,"0.154","0.888",
"1738","","3614.05742353","pp","272620.KPN_02833 (pp) 272620.KPN_03031","","false","pp","272620.KPN_02833 (pp) 272620.KPN_03031","0.159",,,,,"0.075","0.794","0.757"
"1739","","4.0","pp","272620.KPN_03928 (pp) 272620.KPN_04723","","false","pp","272620.KPN_03928 (pp) 272620.KPN_04723",,"0.707","0.9",,,"0.062","0.972","0.095"
"1740","","4.0","pp","272620.KPN_03928 (pp) 272620.KPN_03929","","false","pp","272620.KPN_03928 (pp) 272620.KPN_03929",,"0.706","0.9",,,"0.588","0.988","0.095"
"1741","","31.86152937","pp","272620.KPN_01747 (pp) 272620.KPN_04588","","false","pp","272620.KPN_01747 (pp) 272620.KPN_04588",,"0.409","0.873",,,,"0.922",
"1742","","31.86152937","pp","272620.KPN_01747 (pp) 272620.KPN_04587","","false","pp","272620.KPN_01747 (pp) 272620.KPN_04587",,"0.416","0.873",,,,"0.923",
"1743","","31.86152937","pp","272620.KPN_01747 (pp) 272620.KPN_04586","","false","pp","272620.KPN_01747 (pp) 272620.KPN_04586",,"0.761","0.873",,,,"0.97","0.093"
"1744","","77.98587614","pp","272620.KPN_01747 (pp) 272620.KPN_04585","","false","pp","272620.KPN_01747 (pp) 272620.KPN_04585",,"0.592","0.873",,,,"0.946",
"1745","","2121.63920516","pp","272620.KPN_01747 (pp) 272620.KPN_02762","","false","pp","272620.KPN_01747 (pp) 272620.KPN_02762",,"0.152","0.873",,,,"0.888",
"1746","","680.12624373","pp","272620.KPN_01742 (pp) 272620.KPN_02762","","false","pp","272620.KPN_01742 (pp) 272620.KPN_02762",,"0.167","0.873",,,,"0.89",
"1747","","56.67393139","pp","272620.KPN_01742 (pp) 272620.KPN_02600","","false","pp","272620.KPN_01742 (pp) 272620.KPN_02600",,"0.641","0.541",,,,"0.828",
"1748","","1173.55662438","pp","272620.KPN_01742 (pp) 272620.KPN_02599","","false","pp","272620.KPN_01742 (pp) 272620.KPN_02599",,"0.756","0.873",,,,"0.968",
"1749","","280.38740197","pp","272620.KPN_01742 (pp) 272620.KPN_02598","","false","pp","272620.KPN_01742 (pp) 272620.KPN_02598",,,"0.873",,,"0.081","0.878",
"1750","","28.38320054","pp","272620.KPN_01742 (pp) 272620.KPN_01743","","false","pp","272620.KPN_01742 (pp) 272620.KPN_01743",,"0.753","0.873",,,"0.663","0.989",
"1751","","337.23224311","pp","272620.KPN_00653 (pp) 272620.KPN_03996","","false","pp","272620.KPN_00653 (pp) 272620.KPN_03996",,,"0.805",,,,"0.805",
"1752","","164.60004176","pp","272620.KPN_00653 (pp) 272620.KPN_03980","","false","pp","272620.KPN_00653 (pp) 272620.KPN_03980",,,"0.805",,,"0.054","0.808",
"1753","","136.93371538","pp","272620.KPN_00653 (pp) 272620.KPN_03388","","false","pp","272620.KPN_00653 (pp) 272620.KPN_03388",,,"0.805",,,"0.073","0.812",
"1754","","137.79405091","pp","272620.KPN_00653 (pp) 272620.KPN_01096","","false","pp","272620.KPN_00653 (pp) 272620.KPN_01096",,,"0.805",,,"0.046","0.809","0.056"
"1755","","320.97969286","pp","272620.KPN_00653 (pp) 272620.KPN_00937","","false","pp","272620.KPN_00653 (pp) 272620.KPN_00937",,,"0.805",,,"0.047","0.806",
"1756","","886.45390608","pp","272620.KPN_00653 (pp) 272620.KPN_03124","","false","pp","272620.KPN_00653 (pp) 272620.KPN_03124",,,"0.805",,,"0.047","0.806",
